2000  1.54084  0.48648  0.15565  0.00618  0.00082  0.00000  0.00295  0.00000  0.00000  0.00032  0.00221  0.00000  0.00015  0.00000  0.00000  0.00000  0.06565  0.17296  0.02451  0.00508  0.001620  0.01273  0.00299  0.001191  0.000902  0.0001353  0.02832  0.00151  0.00210  0.000000  0.00236  0.37800 -0.11743 -0.45234 -0.11308 -0.90467  0.01940  0.13400  1.46154745   0.76093891   0.13622058
2001  1.56431  0.48261  0.15906  0.00626  0.00082  0.00000  0.00293  0.00000  0.00000  0.00031  0.00339  0.00000  0.00007  0.00000  0.00000  0.00000  0.06521  0.17399  0.02465  0.00509  0.001634  0.01236  0.00245  0.001198  0.000922  0.0001325  0.03064  0.00178  0.00254  0.000062  0.00240  0.37382 -0.11488 -0.44332 -0.11423 -0.89266  0.01925  0.13064  1.50343851   0.78944335   0.16472503
2002  1.58827  0.47988  0.16250  0.00633  0.00082  0.00000  0.00292  0.00000  0.00000  0.00030  0.00470  0.00000  0.00003  0.00000  0.00000  0.00000  0.06475  0.17493  0.02476  0.00509  0.001646  0.01199  0.00201  0.001200  0.000940  0.0001295  0.03286  0.00201  0.00296  0.000103  0.00245  0.37001 -0.11263 -0.43430 -0.11538 -0.88050  0.01914  0.12728  1.54719047   0.81913190   0.19441357
2003  1.61228  0.47814  0.16597  0.00641  0.00082  0.00000  0.00291  0.00000  0.00000  0.00029  0.00614  0.00000  0.00002  0.00000  0.00000  0.00000  0.06428  0.17578  0.02483  0.00510  0.001656  0.01162  0.00164  0.001197  0.000958  0.0001262  0.03499  0.00221  0.00335  0.000136  0.00249  0.36743 -0.11061 -0.42529 -0.11652 -0.86819  0.01907  0.12391  1.59312652   0.84935516   0.22463684
2004  1.63632  0.47730  0.16946  0.00648  0.00082  0.00000  0.00290  0.00000  0.00000  0.00028  0.00769  0.00000  0.00001  0.00000  0.00000  0.00000  0.06379  0.17656  0.02488  0.00510  0.001665  0.01126  0.00135  0.001191  0.000975  0.0001228  0.03704  0.00237  0.00371  0.000165  0.00252  0.36408 -0.10956 -0.41627 -0.11767 -0.85574  0.01904  0.12055  1.63840257   0.87972857   0.25501025
2005  1.66040  0.47733  0.17298  0.00655  0.00082  0.00000  0.00289  0.00000  0.00000  0.00027  0.00935  0.00000  0.00000  0.00000  0.00000  0.00000  0.06328  0.17725  0.02490  0.00509  0.001673  0.01089  0.00111  0.001181  0.000991  0.0001192  0.03902  0.00251  0.00406  0.000192  0.00255  0.36120 -0.10823 -0.40650 -0.11893 -0.84207  0.01904  0.11719  1.68713482   0.91051721   0.28579888
2006  1.68453  0.47814  0.17652  0.00661  0.00082  0.00000  0.00288  0.00000  0.00000  0.00026  0.01112  0.00000  0.00000  0.00000  0.00000  0.00000  0.06277  0.17786  0.02489  0.00509  0.001679  0.01053  0.00091  0.001167  0.001007  0.0001154  0.04095  0.00263  0.00439  0.000219  0.00258  0.35848 -0.10691 -0.39749 -0.11997 -0.82928  0.01907  0.11383  1.73541842   0.94161327   0.31689495
2007  1.70870  0.47965  0.18009  0.00668  0.00082  0.00000  0.00287  0.00000  0.00000  0.00025  0.01299  0.00000  0.00000  0.00000  0.00000  0.00000  0.06223  0.17839  0.02485  0.00508  0.001684  0.01018  0.00075  0.001149  0.001022  0.0001115  0.04281  0.00273  0.00470  0.000246  0.00261  0.35594 -0.10564 -0.38847 -0.12123 -0.81634  0.01913  0.11047  1.78446842   0.97301352   0.34829520
2008  1.73291  0.48182  0.18369  0.00674  0.00082  0.00000  0.00286  0.00000  0.00000  0.00025  0.01495  0.00000  0.00000  0.00000  0.00000  0.00000  0.06168  0.17884  0.02479  0.00508  0.001687  0.00982  0.00061  0.001128  0.001036  0.0001074  0.04463  0.00280  0.00499  0.000274  0.00262  0.35370 -0.10446 -0.37945 -0.12237 -0.80322  0.01922  0.10710  1.83466002   1.00480850   0.38009018
2009  1.75714  0.48456  0.18731  0.00679  0.00082  0.00000  0.00285  0.00000  0.00000  0.00024  0.01699  0.00000  0.00000  0.00000  0.00000  0.00000  0.06112  0.17922  0.02469  0.00507  0.001689  0.00947  0.00051  0.001105  0.001050  0.0001031  0.04641  0.00287  0.00527  0.000301  0.00264  0.35151 -0.10333 -0.37044 -0.12352 -0.78994  0.01933  0.10374  1.88556654   1.03701630   0.41229797
2010  1.78135  0.48783  0.19095  0.00685  0.00082  0.00000  0.00284  0.00000  0.00000  0.00023  0.01913  0.00000  0.00000  0.00000  0.00000  0.00000  0.06055  0.17951  0.02457  0.00506  0.001689  0.00912  0.00042  0.001078  0.001062  0.0000987  0.04815  0.00291  0.00553  0.000329  0.00265  0.34948 -0.10223 -0.36142 -0.12467 -0.77648  0.01946  0.10038  1.93723478   1.06965689   0.44493856
2011  1.80611  0.49175  0.19463  0.00690  0.00082  0.00000  0.00283  0.00000  0.00000  0.00022  0.02132  0.00000  0.00000  0.00000  0.00000  0.00000  0.05995  0.17967  0.02443  0.00505  0.001688  0.00877  0.00035  0.001050  0.001074  0.0000943  0.04964  0.00294  0.00576  0.000349  0.00266  0.35049 -0.10115 -0.35315 -0.12696 -0.76398  0.01962  0.09702  1.98993193   1.10274830   0.47802997
2012  1.83196  0.49647  0.19836  0.00696  0.00082  0.00000  0.00282  0.00000  0.00000  0.00021  0.02354  0.00000  0.00000  0.00000  0.00000  0.00000  0.05932  0.17963  0.02427  0.00503  0.001687  0.00844  0.00029  0.001021  0.001085  0.0000901  0.05068  0.00294  0.00595  0.000358  0.00267  0.35142 -0.10007 -0.34564 -0.12937 -0.75249  0.01981  0.09366  2.04193444   1.13616469   0.51144637
