YEAR EMICO2FF EMICO2LU EMICH4ANT EMIN2OANT MISFOR UPCO2OCN UPCO2LND CONCO2 CONCH4 CONN2O TEMP
1750     0.00000031     0.01956434     0.00063217     0.00137214     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.77450705
1751     0.00000126     0.07971092     0.00077394     0.00564979     0.00000000     0.00576729     0.00226485     0.02403364     0.00008948     0.00003055     0.25286767
1752     0.00000129     0.08222553     0.00083585     0.00602802     0.00000000     0.00558247     0.00716567     0.02374072     0.00000288     0.00018237     0.08453889
1753     0.00000125     0.07947749     0.00123973     0.00652915     0.00000000     0.00557737     0.01165375     0.06519624     0.00005338     0.00049655     0.36378980
1754     0.00000115     0.07331078     0.00098977     0.00673619     0.00000000     0.00604803     0.01620726     0.05291926     0.00000031     0.00073246     0.02570125
1755     0.00000102     0.06461199     0.00204947     0.00664320     0.00000000     0.00612028     0.02059242     0.09937342     0.00001088     0.00028450     0.00544680
1756     0.00000086     0.05455505     0.00142359     0.00669121     0.00000000     0.00650985     0.02252987     0.07816474     0.00002155     0.00003800     0.16902674
1757     0.00000077     0.04858922     0.00212088     0.00642884     0.00000000     0.00782670     0.02142613     0.06127001     0.00000299     0.00290885     0.44256867
1758     0.00000065     0.04124856     0.00217290     0.00588578     0.00000000     0.00904080     0.01923559     0.11605812     0.00003069     0.00180656     0.60092005
1759     0.00000051     0.03210682     0.00235938     0.00551987     0.00000000     0.01066218     0.01636431     0.10515037     0.00000431     0.00095107     0.40378776
1760     0.00000039     0.02478520     0.00308812     0.00531947     0.00000000     0.01290239     0.01521371     0.10149031     0.00001783     0.00035515     0.76521936
1761     0.00000029     0.01865156     0.00248704     0.00488775     0.00000000     0.01403127     0.01675004     0.09953601     0.00000053     0.00428737     0.57531338
1762     0.00000021     0.01356952     0.00361281     0.00425694     0.00000000     0.01582188     0.01868491     0.09691234     0.00000021     0.00280705     0.81146519
1763     0.00000012     0.00736118     0.00374130     0.00380654     0.00000000     0.01682854     0.02189942     0.18245152     0.00000796     0.00162472     0.48549870
1764     0.00000003     0.00186691     0.00361002     0.00351256     0.00000000     0.01756402     0.02736916     0.17874027     0.00000035     0.00075161     0.14302595
1765     0.00000000     0.00000109     0.00435638     0.00304053     0.00000000     0.01769571     0.04004010     0.17425333     0.00000004     0.00536689     0.75900857
1766     0.00000003     0.00204255     0.00419510     0.00243432     0.00000000     0.01635139     0.05802423     0.15377306     0.00000256     0.00361753     1.15730347
1767     0.00000012     0.00740726     0.00523526     0.00200021     0.00000000     0.01839621     0.05207616     0.13017795     0.00000312     0.00221132     0.79672752
1768     0.00000021     0.01303601     0.00560886     0.00171145     0.00000000     0.02492888     0.03095854     0.06104912     0.00001222     0.00114119     0.69404058
1769     0.00000029     0.01815143     0.00538743     0.00133424     0.00000000     0.03141254     0.01808087     0.08023374     0.00000016     0.00629700     0.03299426
1770     0.00000042     0.02653502     0.00622171     0.00090195     0.00000000     0.03863990     0.01296530     0.11568996     0.00000138     0.00435284     0.10610283
1771     0.00000065     0.04103244     0.00519476     0.00060089     0.00000000     0.04350684     0.01352450     0.16628679     0.00000052     0.00276738     0.55894828
1772     0.00000095     0.06026563     0.00592118     0.00040110     0.00000000     0.04633836     0.01978367     0.12659634     0.00000941     0.00153749     1.93440557
1773     0.00000134     0.08525918     0.00648271     0.00027875     0.00000000     0.04854790     0.03172278     0.16976407     0.00000126     0.00065994     1.57715420
1774     0.00000183     0.11643600     0.00689434     0.00014008     0.00000000     0.04861133     0.04756298     0.11300213     0.00000809     0.00503892     0.73891521
1775     0.00000242     0.15340746     0.00690769     0.00002921     0.00000000     0.04510817     0.08532542     0.13498397     0.00000000     0.00329397     1.51561410
1776     0.00000301     0.19126199     0.00665264     0.00000005     0.00000000     0.03947217     0.13105498     0.05353695     0.00000833     0.00192308     1.59277116
1777     0.00000349     0.22144794     0.00827550     0.00001283     0.00000000     0.04513863     0.10054460     0.04255638     0.00000080     0.00091458     0.02780343
1778     0.00000385     0.24437542     0.00681024     0.00007796     0.00000000     0.05968406     0.05164136     0.01732907     0.00000312     0.00568941     0.01212525
1779     0.00000423     0.26857092     0.00751218     0.00024503     0.00000000     0.07023621     0.03501046     0.04500636     0.00001773     0.00380716     0.07283086
1780     0.00000474     0.30078839     0.00738537     0.00045304     0.00000000     0.07749715     0.03396224     0.03545208     0.00000872     0.00231058     0.00654725
1781     0.00000544     0.34573291     0.00576872     0.00066465     0.00000000     0.08479891     0.03920852     0.07927953     0.00000558     0.00118460     0.31403643
1782     0.00000645     0.40966609     0.00692607     0.00085699     0.00000000     0.07684310     0.09016640     0.06582127     0.00000515     0.00042647     0.05711076
1783     0.00000769     0.48822011     0.00657190     0.00119403     0.00000000     0.05324024     0.26150156     0.06706948     0.00000169     0.00432062     0.14374692
1784     0.00000869     0.55192435     0.00576480     0.00172193     0.00000000     0.04219330     0.35097282     0.00091282     0.00000546     0.00270073     0.57759644
1785     0.00000911     0.57826123     0.00626962     0.00224192     0.00000000     0.05402187     0.21602983     0.00109640     0.00001845     0.00146329     0.05205097
1786     0.00000916     0.58194355     0.00524280     0.00271820     0.00000000     0.07448095     0.10487082     0.01295412     0.00000336     0.00059947     1.26273595
1787     0.00000931     0.59096023     0.00619292     0.00309991     0.00000000     0.07401710     0.12469369     0.00053308     0.00006921     0.00011269     0.24277909
1788     0.00000981     0.62267373     0.00616828     0.00340646     0.00000000     0.05628459     0.26119258     0.00108673     0.00003170     0.00019235     0.01328876
1789     0.00000994     0.63099029     0.00385516     0.00393475     0.00000000     0.05217112     0.27820759     0.04104347     0.00002988     0.00170206     1.72363104
1790     0.00000927     0.58886469     0.00634804     0.00464862     0.00000000     0.06784885     0.14942910     0.10590870     0.00008092     0.00072950     0.73580260
1791     0.00000841     0.53426030     0.00587802     0.00520505     0.00000000     0.08822123     0.06982368     0.06296032     0.00000006     0.00016175     1.59310081
1792     0.00000765     0.48555705     0.00564830     0.00556437     0.00000000     0.10126444     0.04396887     0.06519026     0.00005851     0.00000309     1.24235366
1793     0.00000708     0.44929676     0.00601828     0.00612179     0.00000000     0.10883414     0.03954100     0.01855655     0.00000006     0.00180084     0.37744799
1794     0.00000669     0.42467567     0.00579942     0.00691503     0.00000000     0.11523316     0.04276911     0.01984741     0.00003141     0.00075970     0.38113872
1795     0.00000644     0.40903201     0.00532337     0.00750586     0.00000000     0.11783357     0.04960355     0.00151956     0.00000009     0.00015882     0.06509444
1796     0.00000651     0.41343904     0.00485218     0.00787010     0.00000000     0.12152123     0.05916056     0.00264369     0.00003027     0.00000663     0.10367048
1797     0.00000688     0.43664792     0.00554405     0.00799734     0.00000000     0.12309233     0.06954519     0.01748192     0.00000417     0.00032750     0.07730377
1798     0.00000729     0.46318320     0.00462903     0.00838899     0.00000000     0.12456900     0.07961154     0.00786105     0.00001691     0.00062348     2.36420129
1799     0.00000775     0.49199711     0.00403164     0.00902383     0.00000000     0.12828151     0.08867709     0.02478671     0.00000546     0.00006751     0.71683189
1800     0.00000849     0.53885306     0.00519969     0.00937885     0.00000000     0.13113093     0.09550734     0.05036699     0.00003296     0.00004651     0.10577283
1801     0.00000954     0.60562898     0.00512054     0.00949000     0.00000000     0.13628850     0.09732121     0.08657054     0.00000008     0.00049452     0.02381834
1802     0.00001098     0.69750101     0.00535625     0.00936636     0.00000000     0.14543654     0.09851288     0.14032029     0.00006110     0.00145463     0.00151719
1803     0.00001297     0.82350531     0.00519157     0.00947667     0.00000000     0.15223275     0.10617428     0.21561563     0.00000001     0.00000001     0.21787363
1804     0.00001568     0.99567979     0.00457634     0.00983084     0.00000000     0.16205468     0.11777103     0.31215394     0.00008339     0.00027931     0.01042797
1805     0.00001938     1.23087548     0.00433038     0.00998248     0.00000000     0.17282410     0.12742411     0.43973470     0.00002457     0.00113280     0.00004452
1806     0.00002449     1.55521628     0.00460225     0.00996202     0.00000000     0.18653068     0.13951229     0.61420326     0.00023073     0.00259940     0.00285316
1807     0.00003197     2.03033477     0.00340482     0.01028171     0.00000000     0.20655604     0.15753675     0.84858643     0.00007411     0.00020343     1.30829561
1808     0.00004467     2.83669520     0.00597154     0.01098191     0.00000000     0.07029134     1.47019621     1.44123443     0.00085614     0.00103199     0.09888773
1809     0.00005787     3.67526279     0.00877525     0.01201990     0.00000000     0.02327857     7.38778004     0.01949896     0.00343858     0.00015683     0.10320289
1810     0.00006687     4.24645466     0.00431739     0.01354612     0.00000000     0.09914486     8.81204451     0.03767980     0.00942118     0.00028917     0.16233714
1811     0.00007554     4.79677832     0.00039591     0.01525180     0.00000000     0.02396996     3.99908392     0.13340340     0.00287356     0.00006147     0.16863462
1812     0.00007367     4.67823207     0.00255870     0.01656391     0.00000000     0.00001106     1.53650922     2.86553367     0.00175352     0.00239827     1.46514118
1813     0.00006279     3.98769915     0.00255704     0.01715986     0.00000000     0.01159454     0.63620791     2.44068202     0.00002213     0.00444429     0.00985216
1814     0.00005534     3.51457904     0.00324370     0.01803802     0.00000000     0.00000033     1.49212594     1.86819076     0.00199410     0.00090780     0.04584702
1815     0.00005827     3.70054520     0.00910683     0.01988163     0.00000000     0.18538284     7.75574198     0.18494726     0.00416964     0.00014376     0.19731359
1816     0.00007027     4.46267065     0.00256019     0.02232316     0.00000000     0.47676670    11.78493783     0.57541358     0.01388357     0.00026851     0.25351039
1817     0.00008298     5.26985936     0.00000088     0.02497362     0.00000000     0.23781614     5.22732315     1.04691556     0.00456877     0.00005065     0.37976805
1818     0.00007005     4.44863173     0.00070703     0.02701120     0.00000000     0.03187220     0.84507901    16.91620045     0.00182132     0.00207982     4.39811751
1819     0.00003876     2.46160314     0.00173746     0.02782178     0.00000000     0.00017533     0.02767768    14.24847679     0.00001603     0.00394078     4.68628074
1820     0.00001814     1.15201655     0.00073086     0.02844411     0.00000000     0.01517246     0.03248743    10.03198529     0.00059035     0.00066450     1.47133081
1821     0.00000681     0.43256993     0.00098925     0.02900417     0.00000000     0.03240099     0.08761255     6.45678246     0.00000029     0.00188611     0.13741234
1822     0.00000171     0.10839558     0.00052160     0.02885621     0.00000000     0.02142169     0.00367142     3.93158501     0.00028845     0.00377408     1.80120522
1823     0.00000073     0.04604211     0.00051701     0.02922077     0.00000000     0.00367088     0.11545378     0.21373846     0.00000019     0.00004038     0.11446481
1824     0.00000021     0.01307494     0.00028984     0.02976954     0.00000000     0.00327837     0.11204159     3.18177821     0.00019461     0.00194817     2.03937197
1825     0.00000029     0.01825200     0.00020750     0.02924599     0.00000000     0.01605092     0.00174759     2.49443921     0.00000725     0.00400756     2.61920124
1826     0.00000204     0.12947760     0.00007623     0.02869806     0.00000000     0.03121096     0.02291942     1.63409492     0.00005765     0.00081828     1.78871919
1827     0.00000467     0.29627258     0.00004836     0.02814463     0.00000000     0.04205466     0.05458255     0.90951617     0.00004723     0.00238385     0.00017240
1828     0.00000758     0.48115542     0.00000006     0.02689357     0.00000000     0.04995962     0.06631709     0.57279650     0.00001416     0.00485225     0.99661484
1829     0.00001013     0.64352584     0.00000013     0.02578177     0.00000000     0.03685226     0.01017081     0.21777102     0.00003066     0.00135306     0.08722637
1830     0.00001102     0.69986360     0.00013538     0.02560581     0.00000000     0.00356615     0.17127596     0.00798654     0.00000032     0.00021641     0.07999119
1831     0.00001068     0.67797614     0.00011045     0.02597075     0.00000000     0.00657751     0.71767469     0.02438078     0.00004037     0.00004506     0.10806940
1832     0.00001246     0.79154758     0.00023224     0.02567659     0.00000000     0.00702948     0.45140707     0.72221877     0.00000128     0.00246593     0.48634312
1833     0.00001672     1.06164212     0.00036106     0.02503435     0.00000000     0.00001872     0.05282291     0.48981016     0.00001107     0.00034649     0.79009586
1834     0.00002061     1.30899335     0.00097690     0.02435538     0.00000000     0.00101174     0.06932037     0.23454448     0.00001867     0.00180593     0.01167187
1835     0.00002245     1.42566665     0.00130542     0.02380238     0.00000000     0.02998433     0.51713885     0.01004993     0.00023641     0.00027969     0.02919491
1836     0.00002292     1.45524458     0.00093442     0.02373371     0.00000000     0.04615616     0.53529350     0.02874487     0.00030387     0.00008711     0.02200137
1837     0.00002599     1.65050133     0.00133832     0.02277758     0.00000000     0.01613404     0.06280772     0.36409252     0.00008978     0.00392475     0.00781632
1838     0.00003144     1.99628297     0.00226684     0.02128266     0.00000000     0.00107311     0.02398299     0.14571280     0.00008065     0.00117349     0.17726917
1839     0.00003620     2.29914226     0.00297453     0.01974567     0.00000000     0.00054380     0.12283273     0.02177660     0.00012221     0.00372513     0.12385522
1840     0.00003957     2.51295975     0.00259770     0.01819036     0.00000000     0.00296284     0.17008975     0.01574776     0.00006799     0.00117448     0.25787161
1841     0.00004089     2.59672425     0.00288832     0.01661537     0.00000000     0.00547925     0.16418587     0.15789952     0.00019414     0.00394017     0.10361267
