2000  1.54293  0.48653  0.15579  0.00618  0.00082  0.00000  0.00294  0.00000  0.00000  0.00032  0.00221  0.00000  0.00015  0.00000  0.00000  0.00000  0.06565  0.17296  0.02451  0.00508  0.001620  0.01273  0.00299  0.001191  0.000902  0.0001353  0.02832  0.00151  0.00210  0.000000  0.00236  0.37800 -0.11743 -0.35002 -0.08750 -0.70004  0.01941  0.13400  1.79636172   0.70416733   0.10170412
2001  1.56678  0.48266  0.15856  0.00626  0.00082  0.00000  0.00293  0.00000  0.00000  0.00031  0.00339  0.00000  0.00007  0.00000  0.00000  0.00000  0.06521  0.17399  0.02465  0.00509  0.001634  0.01236  0.00245  0.001198  0.000922  0.0001325  0.03064  0.00178  0.00254  0.000062  0.00240  0.37382 -0.11488 -0.34304 -0.08839 -0.69074  0.01925  0.13064  1.83348836   0.72392626   0.12146305
2002  1.59141  0.47993  0.16139  0.00633  0.00082  0.00000  0.00292  0.00000  0.00000  0.00030  0.00470  0.00000  0.00003  0.00000  0.00000  0.00000  0.06475  0.17493  0.02476  0.00509  0.001646  0.01199  0.00201  0.001200  0.000940  0.0001295  0.03286  0.00201  0.00296  0.000103  0.00245  0.37001 -0.11263 -0.33607 -0.08928 -0.68133  0.01914  0.12728  1.87276375   0.74442491   0.14196170
2003  1.61687  0.47819  0.16426  0.00641  0.00082  0.00000  0.00291  0.00000  0.00000  0.00029  0.00614  0.00000  0.00002  0.00000  0.00000  0.00000  0.06428  0.17578  0.02483  0.00510  0.001656  0.01162  0.00164  0.001197  0.000958  0.0001262  0.03499  0.00221  0.00335  0.000136  0.00249  0.36743 -0.11061 -0.32909 -0.09017 -0.67181  0.01907  0.12391  1.91500147   0.76516163   0.16269842
2004  1.64398  0.47735  0.16718  0.00648  0.00082  0.00000  0.00290  0.00000  0.00000  0.00028  0.00769  0.00000  0.00001  0.00000  0.00000  0.00000  0.06379  0.17656  0.02488  0.00510  0.001665  0.01126  0.00135  0.001191  0.000975  0.0001228  0.03704  0.00237  0.00371  0.000165  0.00252  0.36408 -0.10956 -0.32211 -0.09105 -0.66217  0.01904  0.12055  1.95816983   0.78593762   0.18347441
2005  1.67297  0.47737  0.17016  0.00655  0.00082  0.00000  0.00289  0.00000  0.00000  0.00027  0.00935  0.00000  0.00000  0.00000  0.00000  0.00000  0.06328  0.17725  0.02490  0.00509  0.001673  0.01089  0.00111  0.001181  0.000991  0.0001192  0.03902  0.00251  0.00406  0.000192  0.00255  0.36120 -0.10823 -0.31455 -0.09203 -0.65159  0.01904  0.11719  2.00625490   0.80714993   0.20468672
2006  1.70317  0.47818  0.17320  0.00661  0.00082  0.00000  0.00288  0.00000  0.00000  0.00026  0.01112  0.00000  0.00000  0.00000  0.00000  0.00000  0.06277  0.17786  0.02489  0.00509  0.001679  0.01053  0.00091  0.001167  0.001007  0.0001154  0.04094  0.00263  0.00439  0.000219  0.00258  0.35848 -0.10691 -0.30758 -0.09283 -0.64170  0.01907  0.11383  2.05540325   0.82876909   0.22630588
2007  1.73430  0.47970  0.17617  0.00668  0.00082  0.00000  0.00287  0.00000  0.00000  0.00025  0.01299  0.00000  0.00000  0.00000  0.00000  0.00000  0.06223  0.17839  0.02485  0.00508  0.001684  0.01018  0.00075  0.001149  0.001022  0.0001115  0.04281  0.00273  0.00470  0.000246  0.00261  0.35594 -0.10564 -0.30060 -0.09381 -0.63168  0.01913  0.11047  2.10613158   0.85080333   0.24834012
2008  1.76462  0.48186  0.17903  0.00674  0.00082  0.00000  0.00286  0.00000  0.00000  0.00025  0.01495  0.00000  0.00000  0.00000  0.00000  0.00000  0.06168  0.17884  0.02479  0.00508  0.001687  0.00982  0.00061  0.001128  0.001036  0.0001074  0.04463  0.00280  0.00499  0.000274  0.00262  0.35370 -0.10446 -0.29362 -0.09469 -0.62154  0.01922  0.10710  2.15694910   0.87316540   0.27070218
2009  1.79347  0.48461  0.18191  0.00679  0.00082  0.00000  0.00285  0.00000  0.00000  0.00024  0.01699  0.00000  0.00000  0.00000  0.00000  0.00000  0.06112  0.17922  0.02469  0.00507  0.001689  0.00947  0.00051  0.001105  0.001050  0.0001031  0.04641  0.00287  0.00527  0.000301  0.00264  0.35150 -0.10333 -0.28664 -0.09558 -0.61126  0.01933  0.10374  2.20694976   0.89568600   0.29322279
2010  1.82326  0.48787  0.18477  0.00685  0.00082  0.00000  0.00284  0.00000  0.00000  0.00023  0.01913  0.00000  0.00000  0.00000  0.00000  0.00000  0.06055  0.17951  0.02457  0.00506  0.001689  0.00912  0.00042  0.001078  0.001062  0.0000987  0.04815  0.00291  0.00553  0.000329  0.00265  0.34947 -0.10223 -0.27967 -0.09647 -0.60084  0.01946  0.10038  2.25859994   0.91847734   0.31601413
2011  1.85503  0.49179  0.18759  0.00690  0.00082  0.00000  0.00283  0.00000  0.00000  0.00022  0.02132  0.00000  0.00000  0.00000  0.00000  0.00000  0.05995  0.17967  0.02443  0.00505  0.001688  0.00877  0.00035  0.001050  0.001074  0.0000943  0.04964  0.00294  0.00576  0.000349  0.00266  0.35049 -0.10115 -0.27327 -0.09824 -0.59117  0.01962  0.09702  2.31325751   0.94176759   0.33930437
2012  1.88767  0.49651  0.19039  0.00696  0.00082  0.00000  0.00282  0.00000  0.00000  0.00021  0.02354  0.00000  0.00000  0.00000  0.00000  0.00000  0.05932  0.17963  0.02427  0.00503  0.001687  0.00844  0.00029  0.001021  0.001085  0.0000901  0.05068  0.00294  0.00595  0.000358  0.00267  0.35141 -0.10007 -0.26746 -0.10011 -0.58228  0.01981  0.09366  2.36735967   0.96539821   0.36293499
2013  1.92087  0.50197  0.19322  0.00701  0.00082  0.00000  0.00281  0.00000  0.00000  0.00021  0.02581  0.00000  0.00000  0.00000  0.00000  0.00000  0.05865  0.17941  0.02411  0.00502  0.001687  0.00812  0.00024  0.000991  0.001094  0.0000861  0.05132  0.00293  0.00609  0.000362  0.00268  0.35234 -0.09897 -0.26164 -0.10179 -0.57328  0.02003  0.09029  2.42246803   0.98938874   0.38692553
2014  1.95477  0.50806  0.19608  0.00706  0.00082  0.00000  0.00280  0.00000  0.00000  0.00020  0.02810  0.00000  0.00000  0.00000  0.00000  0.00000  0.05796  0.17899  0.02392  0.00501  0.001686  0.00782  0.00020  0.000960  0.001103  0.0000822  0.05158  0.00290  0.00618  0.000364  0.00269  0.35446 -0.09783 -0.25583 -0.10366 -0.56418  0.02027  0.08693  2.47949316   1.01385192   0.41138871
2015  1.98834  0.51470  0.19893  0.00711  0.00082  0.00000  0.00279  0.00000  0.00000  0.00020  0.03044  0.00000  0.00000  0.00000  0.00000  0.00000  0.05723  0.17838  0.02373  0.00499  0.001685  0.00752  0.00016  0.000928  0.001110  0.0000785  0.05149  0.00285  0.00624  0.000364  0.00270  0.35578 -0.09663 -0.25001 -0.10543 -0.55497  0.02054  0.08357  2.53564809   1.03860237   0.43613916
2016  2.02106  0.52190  0.20176  0.00717  0.00082  0.00000  0.00278  0.00000  0.00000  0.00019  0.03281  0.00000  0.00000  0.00000  0.00000  0.00000  0.05647  0.17759  0.02352  0.00498  0.001684  0.00724  0.00014  0.000896  0.001116  0.0000749  0.05108  0.00278  0.00626  0.000364  0.00271  0.35732 -0.09537 -0.24420 -0.10730 -0.54566  0.02083  0.08021  2.59121386   1.06351776   0.46105454
