YEAR CONCO2 CONCH4 CONN2O T2M CUMCO2 ANTCO2 ANTCH4 ANTN2O ANTNOx ANTCO ANTVOC ANTSO2 RADTTL RADANT RADAER RADCO2 RADCH4 RADN2O pH
2000   369.56  1752.11   317.04   0.7604    462.71    8.3000    310.19    6.11   36.70  986.00  183.00   60.20   1.4937   1.3597  -1.4361   1.5389   0.4865   0.1557   8.0820
2001   370.90  1751.58   317.92   0.7879    471.08    8.3700    312.90    6.19   36.00  996.00  185.00   59.00   1.5353   1.4047  -1.4166   1.5582   0.4863   0.1584   8.0806
2002   372.38  1754.10   318.81   0.8168    479.53    8.4500    322.28    6.36   35.30 1006.00  187.00   57.80   1.5803   1.4530  -1.3971   1.5795   0.4872   0.1613   8.0791
2003   373.89  1759.82   319.71   0.8464    488.05    8.5200    328.12    6.43   34.80 1016.00  188.00   56.60   1.6280   1.5041  -1.3774   1.6011   0.4894   0.1641   8.0777
2004   375.42  1768.70   320.64   0.8763    496.65    8.6000    338.94    6.59   34.10 1026.00  189.00   55.40   1.6757   1.5551  -1.3575   1.6229   0.4927   0.1671   8.0762
2005   376.97  1780.84   321.58   0.9068    505.32    8.6700    346.40    6.69   33.40 1037.00  191.00   54.10   1.7274   1.6102  -1.3359   1.6449   0.4972   0.1700   8.0747
2006   378.55  1795.86   322.54   0.9378    514.07    8.7500    356.47    6.87   32.70 1046.00  193.00   52.90   1.7793   1.6654  -1.3156   1.6672   0.5028   0.1731   8.0732
2007   380.15  1811.94   323.49   0.9693    522.89    8.8200    355.02    6.59   32.00 1057.00  194.00   51.70   1.8315   1.7210  -1.2953   1.6898   0.5087   0.1760   8.0717
2008   381.77  1828.19   324.40   1.0012    531.79    8.9000    360.49    6.64   31.30 1067.00  196.00   50.50   1.8841   1.7770  -1.2748   1.7125   0.5147   0.1789   8.0702
2009   383.41  1845.51   325.31   1.0335    540.75    8.9600    364.20    6.71   30.60 1077.00  197.00   49.30   1.9371   1.8334  -1.2542   1.7353   0.5210   0.1818   8.0686
2010   385.06  1863.99   326.23   1.0661    549.78    9.0300    370.90    6.71   29.90 1087.00  198.00   48.10   1.9909   1.8905  -1.2333   1.7583   0.5277   0.1846   8.0671
2011   386.78  1883.21   327.12   1.0992    559.06    9.2800    372.66    6.65   29.60 1107.00  201.00   47.00   2.0452   1.9482  -1.2153   1.7820   0.5347   0.1875   8.0655
2012   388.58  1903.45   328.02   1.1325    568.60    9.5400    380.81    6.74   29.20 1128.00  205.00   46.00   2.0983   2.0047  -1.1991   1.8068   0.5420   0.1903   8.0638
2013   390.47  1924.50   328.92   1.1662    578.39    9.7900    381.59    6.85   28.80 1147.00  208.00   45.00   2.1523   2.0620  -1.1825   1.8327   0.5495   0.1931   8.0620
2014   392.45  1945.84   329.84   1.2002    588.43   10.0400    387.87    6.92   28.60 1168.00  210.00   44.00   2.2078   2.1208  -1.1660   1.8596   0.5571   0.1959   8.0602
2015   394.50  1967.36   330.76   1.2346    598.72   10.2900    388.07    6.94   28.20 1188.00  213.00   43.00   2.2629   2.1793  -1.1493   1.8875   0.5647   0.1988   8.0583
2016   396.62  1986.66   331.66   1.2692    609.25   10.5300    379.96    6.86   27.80 1209.00  216.00   42.00   2.3173   2.2371  -1.1326   1.9162   0.5715   0.2016   8.0564
2017   398.82  2002.41   332.54   1.3038    620.03   10.7800    371.84    6.78   27.50 1228.00  218.00   41.10   2.3690   2.2922  -1.1174   1.9457   0.5771   0.2043   8.0544
2018   401.09  2014.91   333.39   1.3385    631.06   11.0300    363.72    6.70   27.10 1249.00  221.00   40.00   2.4229   2.3495  -1.0984   1.9759   0.5814   0.2070   8.0523
2019   403.43  2024.50   334.22   1.3733    642.34   11.2800    355.61    6.62   26.80 1269.00  225.00   39.00   2.4747   2.4046  -1.0811   2.0070   0.5848   0.2096   8.0502
2020   405.83  2031.40   335.03   1.4079    653.87   11.5300    347.49    6.54   26.40 1289.00  228.00   38.00   2.5249   2.4582  -1.0637   2.0387   0.5872   0.2120   8.0480
2021   408.28  2036.09   335.81   1.4419    665.54   11.6703    341.33    6.46   26.00 1305.00  229.00   37.20   2.5703   2.5069  -1.0496   2.0708   0.5888   0.2145   8.0459
2022   410.72  2039.02   336.57   1.4755    677.23   11.6928    335.16    6.37   25.50 1321.00  230.00   36.30   2.6159   2.5559  -1.0335   2.1025   0.5898   0.2168   8.0437
2023   413.10  2040.36   337.30   1.5083    688.83   11.5988    329.00    6.28   25.10 1337.00  232.00   35.60   2.6565   2.5998  -1.0212   2.1334   0.5903   0.2191   8.0416
2024   415.38  2040.23   338.01   1.5406    700.19   11.3610    322.83    6.20   24.70 1354.00  234.00   34.70   2.6986   2.6453  -1.0049   2.1628   0.5902   0.2212   8.0396
2025   417.50  2038.76   338.69   1.5721    711.18   10.9895    316.67    6.11   24.30 1370.00  236.00   33.90   2.7358   2.6859  -0.9904   2.1900   0.5897   0.2233   8.0377
2026   419.41  2036.00   339.35   1.6025    721.63   10.4486    310.51    6.02   23.90 1386.00  237.00   33.10   2.7693   2.7227  -0.9758   2.2144   0.5887   0.2254   8.0361
2027   421.07  2032.09   339.98   1.6317    731.49    9.8613    304.34    5.93   23.40 1402.00  239.00   32.30   2.7984   2.7552  -0.9611   2.2355   0.5874   0.2273   8.0346
2028   422.52  2027.15   340.59   1.6595    740.86    9.3762    298.18    5.85   23.00 1418.00  241.00   31.50   2.8246   2.7847  -0.9462   2.2538   0.5857   0.2292   8.0334
2029   423.80  2021.25   341.18   1.6863    749.85    8.9873    292.02    5.76   22.50 1434.00  243.00   30.60   2.8495   2.8130  -0.9292   2.2699   0.5836   0.2310   8.0323
2030   424.96  2014.39   341.74   1.7117    758.57    8.7161    285.85    5.67   22.20 1450.00  244.00   29.80   2.8713   2.8381  -0.9141   2.2845   0.5812   0.2327   8.0313
2031   426.06  2006.90   342.29   1.7359    767.12    8.5485    281.55    5.63   21.90 1470.00  245.00   29.20   2.8907   2.8576  -0.9036   2.2984   0.5786   0.2344   8.0303
2032   427.13  1999.15   342.81   1.7591    775.52    8.4083    277.24    5.58   21.70 1490.00  246.00   28.60   2.9103   2.8772  -0.8930   2.3117   0.5759   0.2360   8.0294
2033   428.13  1991.14   343.33   1.7813    783.65    8.1255    272.93    5.54   21.40 1509.00  247.00   28.00   2.9286   2.8955  -0.8822   2.3242   0.5731   0.2375   8.0286
2034   429.03  1982.88   343.83   1.8029    791.45    7.8034    268.63    5.49   21.20 1529.00  248.00   27.30   2.9483   2.9152  -0.8693   2.3354   0.5702   0.2391   8.0278
2035   429.81  1974.41   344.32   1.8236    798.89    7.4406    264.32    5.45   20.90 1549.00  249.00   26.70   2.9639   2.9307  -0.8585   2.3451   0.5672   0.2406   8.0271
2036   430.46  1965.68   344.80   1.8436    805.93    7.0363    260.01    5.41   20.80 1568.00  250.00   26.00   2.9811   2.9479  -0.8454   2.3532   0.5641   0.2420   8.0266
2037   430.96  1956.71   345.26   1.8626    812.52    6.5915    255.71    5.36   20.50 1588.00  251.00   25.40   2.9932   2.9601  -0.8344   2.3594   0.5610   0.2434   8.0261
2038   431.31  1947.56   345.70   1.8805    818.63    6.1092    251.40    5.32   20.30 1608.00  252.00   24.80   3.0039   2.9708  -0.8233   2.3638   0.5577   0.2448   8.0258
2039   431.50  1938.21   346.14   1.8974    824.23    5.5956    247.10    5.27   20.00 1628.00  252.00   24.20   3.0119   2.9788  -0.8122   2.3660   0.5544   0.2461   8.0257
2040   431.51  1928.69   346.56   1.9134    829.29    5.0614    242.79    5.23   19.80 1647.00  254.00   23.50   3.0209   2.9878  -0.7986   2.3662   0.5510   0.2474   8.0257
2041   431.35  1919.12   346.97   1.9276    833.80    4.5110    239.62    5.21   19.60 1661.00  254.00   23.20   3.0188   2.9856  -0.7934   2.3642   0.5476   0.2486   8.0258
2042   431.01  1909.60   347.37   1.9406    837.76    3.9589    236.45    5.19   19.40 1676.00  254.00   22.70   3.0189   2.9858  -0.7838   2.3600   0.5442   0.2499   8.0261
2043   430.51  1900.04   347.77   1.9520    841.19    3.4353    233.29    5.18   19.40 1690.00  254.00   22.40   3.0136   2.9804  -0.7785   2.3538   0.5408   0.2511   8.0265
2044   429.87  1890.46   348.16   1.9619    844.15    2.9564    230.12    5.16   19.20 1705.00  254.00   22.00   3.0075   2.9744  -0.7711   2.3459   0.5373   0.2522   8.0271
2045   429.11  1880.88   348.54   1.9705    846.66    2.5110    226.95    5.14   19.10 1719.00  254.00   21.70   2.9982   2.9651  -0.7658   2.3364   0.5339   0.2534   8.0277
2046   428.24  1871.31   348.92   1.9776    848.77    2.1066    223.78    5.12   18.90 1734.00  254.00   21.40   2.9870   2.9538  -0.7606   2.3255   0.5304   0.2545   8.0285
2047   427.28  1861.73   349.28   1.9837    850.52    1.7547    220.61    5.11   18.80 1748.00  254.00   21.00   2.9775   2.9444  -0.7529   2.3136   0.5269   0.2557   8.0293
2048   426.26  1852.16   349.65   1.9888    851.95    1.4317    217.44    5.09   18.60 1763.00  254.00   20.60   2.9665   2.9334  -0.7453   2.3008   0.5234   0.2567   8.0301
2049   425.19  1842.62   350.00   1.9930    853.11    1.1603    214.28    5.07   18.40 1777.00  254.00   20.20   2.9549   2.9218  -0.7376   2.2874   0.5200   0.2578   8.0311
2050   424.08  1833.09   350.35   1.9962    854.04    0.9229    211.11    5.05   18.30 1792.00  255.00   19.90   2.9411   2.9080  -0.7323   2.2735   0.5165   0.2589   8.0320
2051   422.96  1823.62   350.69   1.9983    854.77    0.7370    209.09    5.05   18.20 1798.00  253.00   19.70   2.9249   2.8918  -0.7283   2.2593   0.5130   0.2599   8.0330
2052   421.84  1814.32   351.02   1.9994    855.39    0.6177    207.06    5.04   18.00 1805.00  252.00   19.50   2.9084   2.8752  -0.7244   2.2451   0.5096   0.2609   8.0340
2053   420.77  1805.19   351.36   1.9998    856.07    0.6795    205.04    5.03   17.90 1812.00  251.00   19.30   2.8932   2.8600  -0.7204   2.2316   0.5062   0.2619   8.0349
2054   419.83  1796.20   351.68   2.0000    857.02    0.9488    203.02    5.02   17.80 1818.00  250.00   19.00   2.8821   2.8490  -0.7140   2.2197   0.5029   0.2629   8.0357
2055   419.08  1787.33   352.01   2.0000    858.34    1.3161    201.00    5.02   17.70 1826.00  249.00   18.80   2.8711   2.8380  -0.7102   2.2102   0.4996   0.2639   8.0363
2056   418.49  1778.55   352.33   2.0000    859.83    1.4975    198.98    5.01   17.60 1833.00  247.00   18.60   2.8620   2.8289  -0.7062   2.2026   0.4964   0.2648   8.0369
