2000  369.562 1752.110 317.044   1.000  77.200   3.170   0.000  15.500   0.000   0.000   1.400  13.800   0.000    1.700   0.000   0.000   0.000 262.600 540.500  81.700  16.400   9.000  97.900  49.900   3.970   2.820   0.410 141.600  10.800  10.500   0.000 536.000   8.100 2854.184   4.530  34.000
2001  370.899 1751.576 317.917   0.995  78.195   3.170   0.000  15.443   0.000   0.000   1.353  21.169   0.000    0.806   0.000   0.000   0.000 260.835 543.705  82.160  16.418   9.075  95.042  40.844   3.992   2.880   0.401 153.204  12.713  12.703   0.440 544.787   8.237 2819.354   4.622  33.929
2002  372.380 1754.095 318.807   0.990  79.156   3.169   0.000  15.386   0.000   0.000   1.307  29.375   0.000    0.384   0.000   0.000   0.000 259.005 546.646  82.519  16.430   9.143  92.203  33.464   3.999   2.938   0.392 164.342  14.361  14.780   0.738 550.153   8.292 2788.664   4.707  33.866
2003  373.887 1759.825 319.714   0.986  80.083   3.169   0.000  15.330   0.000   0.000   1.263  38.366   0.000    0.183   0.000   0.000   0.000 257.111 549.325  82.779  16.436   9.201  89.384  27.443   3.991   2.994   0.382 175.058  15.774  16.738   0.973 554.011   8.335 2761.040   4.783  33.834
2004  375.419 1768.698 320.637   0.980  80.976   3.169   0.000  15.274   0.000   0.000   1.221  48.094   0.000    0.088   0.000   0.000   0.000 255.155 551.745  82.940  16.437   9.252  86.583  22.529   3.970   3.047   0.372 185.400  16.977  18.586   1.183 557.335   8.378 2747.120   4.852  33.786
2005  376.974 1780.842 321.579   0.973  81.836   3.168   0.000  15.219   0.000   0.000   1.181  58.521   0.000    0.042   0.000   0.000   0.000 253.138 553.910  83.004  16.431   9.294  83.800  18.518   3.935   3.098   0.361 195.424  17.994  20.333   1.383 560.796   8.430 2730.055   4.913  33.751
2006  378.552 1795.864 322.542   0.966  82.662   3.168   0.000  15.164   0.000   0.000   1.142  69.613   0.000    0.021   0.000   0.000   0.000 251.062 555.820  82.972  16.420   9.328  81.033  15.243   3.889   3.147   0.350 205.172  18.847  21.984   1.580 564.529   8.488 2713.213   4.966  33.722
2007  380.152 1811.939 323.486   0.959  83.454   3.168   0.000  15.110   0.000   0.000   1.105  81.335   0.000    0.010   0.000   0.000   0.000 248.927 557.480  82.846  16.403   9.354  78.284  12.564   3.830   3.193   0.338 214.681  19.553  23.547   1.777 568.452   8.549 2697.280   5.011  33.695
2008  381.772 1828.193 324.397   0.952  84.212   3.167   0.000  15.057   0.000   0.000   1.069  93.656   0.000    0.005   0.000   0.000   0.000 246.736 558.890  82.625  16.380   9.371  75.549  10.371   3.761   3.238   0.325 223.979  20.128  25.027   1.977 572.518   8.612 2682.618   5.048  33.670
2009  383.411 1845.510 325.311   0.945  84.937   3.167   0.000  15.004   0.000   0.000   1.034 106.550   0.000    0.002   0.000   0.000   0.000 244.489 560.055  82.312  16.351   9.381  72.831   8.573   3.683   3.280   0.312 233.094  20.585  26.429   2.180 576.676   8.675 2668.870   5.077  33.643
2010  385.065 1863.990 326.225   0.938  85.627   3.167   0.000  14.952   0.000   0.000   1.001 119.991   0.000    0.001   0.000   0.000   0.000 242.187 560.975  81.907  16.316   9.382  70.126   7.097   3.594   3.320   0.299 242.048  20.936  27.760   2.385 580.895   8.739 2655.540   5.099  33.620
2011  386.775 1883.207 327.124   0.931  86.298   3.167   0.000  14.900   0.000   0.000   0.970 133.820   0.000    0.001   0.000   0.000   0.000 239.792 561.470  81.433  16.277   9.378  67.480   5.883   3.500   3.357   0.286 249.773  21.154  28.936   2.536 585.200   8.805 2642.345   5.116  33.666
