2000  1.53894  0.48649  0.15566  0.00618  0.00082  0.00000  0.00294  0.00000  0.00000  0.00032  0.00221  0.00000  0.00015  0.00000  0.00000  0.00000  0.06565  0.17296  0.02451  0.00508  0.001620  0.01273  0.00299  0.001191  0.000902  0.0001353  0.02832  0.00151  0.00210  0.000000  0.00236  0.37800 -0.11743 -0.44187 -0.11047 -0.88374  0.01940  0.13400  1.49368540   0.76038743   0.13290970
2001  1.31378  0.48242  0.15844  0.00623  0.00086  0.00000  0.00308  0.00002  0.00001  0.00043  0.00292  0.00008  0.00021  0.00001  0.00000  0.00000  0.06496  0.17304  0.02429  0.00511  0.001631  0.01259  0.00250  0.001213  0.000915  0.0001342  0.02946  0.00173  0.00227  0.000000  0.00246  0.37719 -0.11488 -0.44495 -0.10986 -0.88790  0.01924  0.13064  1.26027308   0.76180672   0.13432899
2002  1.10068  0.47966  0.16126  0.00629  0.00089  0.00000  0.00322  0.00004  0.00001  0.00054  0.00360  0.00018  0.00027  0.00002  0.00000  0.00000  0.06423  0.17296  0.02405  0.00512  0.001637  0.01246  0.00208  0.001227  0.000930  0.0001328  0.03056  0.00191  0.00243  0.000000  0.00258  0.38624 -0.11263 -0.44208 -0.12095 -0.88403  0.01913  0.12728  1.05191610   0.74220530   0.11472757
2003  1.15743  0.47786  0.16414  0.00635  0.00093  0.00001  0.00337  0.00007  0.00002  0.00068  0.00432  0.00028  0.00032  0.00003  0.00000  0.00000  0.06347  0.17278  0.02381  0.00512  0.001642  0.01233  0.00173  0.001237  0.000942  0.0001309  0.03175  0.00203  0.00258  0.000000  0.00269  0.38801 -0.11061 -0.45760 -0.11772 -0.90478  0.01906  0.12391  1.07833541   0.72954865   0.10207092
2004  1.20992  0.47616  0.16705  0.00642  0.00096  0.00001  0.00354  0.00012  0.00002  0.00083  0.00510  0.00040  0.00038  0.00004  0.00001  0.00000  0.06272  0.17249  0.02360  0.00512  0.001646  0.01219  0.00144  0.001242  0.000954  0.0001287  0.03306  0.00213  0.00274  0.000000  0.00280  0.39765 -0.14666 -0.47902 -0.11782 -0.93278  0.01899  0.12055  1.05413431   0.71993167   0.09245394
2005  1.25901  0.47469  0.17003  0.00648  0.00098  0.00001  0.00374  0.00016  0.00003  0.00097  0.00586  0.00050  0.00043  0.00006  0.00001  0.00000  0.06198  0.17200  0.02339  0.00512  0.001650  0.01205  0.00120  0.001241  0.000964  0.0001261  0.03453  0.00225  0.00294  0.000000  0.00293  0.40330 -0.15696 -0.49686 -0.11845 -0.95553  0.01893  0.11719  1.05696057   0.71389947   0.08642173
2006  1.30492  0.47380  0.17307  0.00654  0.00100  0.00001  0.00395  0.00021  0.00004  0.00114  0.00659  0.00061  0.00048  0.00008  0.00001  0.00000  0.06127  0.17134  0.02314  0.00513  0.001653  0.01189  0.00100  0.001234  0.000971  0.0001232  0.03612  0.00237  0.00318  0.000000  0.00306  0.41153 -0.15966 -0.50050 -0.12288 -0.96012  0.01890  0.11383  1.09604412   0.71420092   0.08672318
2007  1.34837  0.47306  0.17604  0.00659  0.00102  0.00001  0.00411  0.00027  0.00005  0.00135  0.00728  0.00074  0.00054  0.00010  0.00001  0.00000  0.06059  0.17062  0.02290  0.00513  0.001656  0.01172  0.00084  0.001221  0.000977  0.0001209  0.03775  0.00246  0.00342  0.000000  0.00321  0.41584 -0.15924 -0.49729 -0.11786 -0.95607  0.01887  0.11047  1.15685271   0.72195158   0.09447385
2008  1.38831  0.47216  0.17891  0.00664  0.00104  0.00001  0.00423  0.00032  0.00006  0.00162  0.00794  0.00087  0.00057  0.00012  0.00002  0.00000  0.05993  0.16983  0.02269  0.00513  0.001660  0.01156  0.00070  0.001205  0.000982  0.0001195  0.03933  0.00255  0.00363  0.000000  0.00335  0.41281 -0.15789 -0.48644 -0.11370 -0.94231  0.01883  0.10710  1.22389965   0.73571441   0.10823667
2009  1.42474  0.47195  0.18178  0.00669  0.00106  0.00001  0.00436  0.00041  0.00007  0.00192  0.00870  0.00103  0.00060  0.00014  0.00002  0.00000  0.05925  0.16900  0.02249  0.00513  0.001661  0.01139  0.00058  0.001187  0.000988  0.0001177  0.04084  0.00267  0.00379  0.000000  0.00349  0.40541 -0.15660 -0.46617 -0.11435 -0.91607  0.01882  0.10374  1.30086690   0.75490907   0.12743134
2010  1.46066  0.47261  0.18464  0.00674  0.00108  0.00001  0.00452  0.00052  0.00007  0.00223  0.00952  0.00120  0.00063  0.00016  0.00002  0.00000  0.05857  0.16814  0.02227  0.00513  0.001664  0.01123  0.00048  0.001167  0.000995  0.0001151  0.04224  0.00281  0.00393  0.000000  0.00364  0.41245 -0.15462 -0.46242 -0.11877 -0.91115  0.01885  0.10038  1.35172741   0.77564116   0.14816342
2011  1.49746  0.47350  0.18746  0.00680  0.00110  0.00001  0.00469  0.00062  0.00008  0.00259  0.01042  0.00136  0.00064  0.00019  0.00002  0.00000  0.05792  0.16727  0.02205  0.00513  0.001668  0.01108  0.00040  0.001144  0.001004  0.0001123  0.04351  0.00296  0.00405  0.000000  0.00379  0.41593 -0.15192 -0.46707 -0.11298 -0.91725  0.01888  0.09702  1.39164328   0.79663781   0.16916008
2012  1.53417  0.47505  0.19025  0.00685  0.00112  0.00001  0.00487  0.00075  0.00009  0.00299  0.01143  0.00153  0.00064  0.00021  0.00003  0.00000  0.05734  0.16642  0.02184  0.00513  0.001673  0.01095  0.00033  0.001116  0.001013  0.0001097  0.04464  0.00308  0.00413  0.000000  0.00395  0.41820 -0.14997 -0.45985 -0.11832 -0.90775  0.01895  0.09366  1.44663365   0.81903271   0.19155497
2013  1.57067  0.47743  0.19308  0.00690  0.00114  0.00001  0.00504  0.00087  0.00009  0.00335  0.01242  0.00170  0.00061  0.00023  0.00003  0.00000  0.05685  0.16560  0.02164  0.00514  0.001676  0.01083  0.00028  0.001087  0.001014  0.0001075  0.04554  0.00317  0.00415  0.000000  0.00411  0.41187 -0.14867 -0.45578 -0.11230 -0.90237  0.01904  0.09029  1.49683421   0.84289038   0.21541265
2014  1.60719  0.48065  0.19594  0.00695  0.00116  0.00001  0.00522  0.00099  0.00009  0.00376  0.01333  0.00189  0.00060  0.00025  0.00003  0.00000  0.05628  0.16459  0.02143  0.00514  0.001681  0.01070  0.00023  0.001057  0.001012  0.0001052  0.04639  0.00323  0.00416  0.000000  0.00427  0.41713 -0.14707 -0.45324 -0.12012 -0.89899  0.01917  0.08693  1.54217954   0.86677701   0.23929927
2015  1.64293  0.48465  0.19880  0.00700  0.00117  0.00002  0.00541  0.00120  0.00010  0.00438  0.01417  0.00211  0.00061  0.00028  0.00003  0.00000  0.05556  0.16329  0.02120  0.00514  0.001689  0.01054  0.00019  0.001028  0.001013  0.0001028  0.04730  0.00330  0.00419  0.000000  0.00443  0.41598 -0.14552 -0.40062 -0.11642 -0.82646  0.01933  0.08357  1.71167980   0.90443231   0.27695458
2016  1.67752  0.48882  0.20161  0.00706  0.00119  0.00002  0.00560  0.00137  0.00010  0.00518  0.01500  0.00238  0.00061  0.00030  0.00004  0.00000  0.05479  0.16188  0.02096  0.00514  0.001700  0.01037  0.00015  0.000998  0.001013  0.0001002  0.04808  0.00336  0.00421  0.000000  0.00459  0.41138 -0.14407 -0.38421 -0.11282 -0.80277  0.01950  0.08021  1.79135316   0.94401317   0.31653544
2017  1.71153  0.49323  0.20433  0.00712  0.00121  0.00002  0.00575  0.00144  0.00011  0.00614  0.01585  0.00270  0.00062  0.00033  0.00004  0.00000  0.05402  0.16045  0.02072  0.00514  0.001709  0.01019  0.00013  0.000968  0.001014  0.0000977  0.04870  0.00341  0.00422  0.000000  0.00475  0.40684 -0.14311 -0.36780 -0.10922 -0.77853  0.01968  0.07685  1.87062755   0.98397541   0.35649768
