year,ssp119,ssp126,ssp245,ssp370,ssp434,ssp460,ssp534-over,ssp585
2107,109.632,119.72,287.077,760.161,370.904,483.655,106.528,467.396
2108,109.333,119.367,285.924,757.65,370.218,482.515,106.361,465.289
2109,109.034,119.013,284.77,755.14,369.532,481.375,106.195,463.182
2110,108.736,118.66,283.616,752.63,368.845,480.235,106.028,461.075
2111,108.437,118.306,282.463,750.12,368.159,479.095,105.861,458.968
2112,108.139,117.953,281.309,747.609,367.472,477.955,105.695,456.861
2113,107.84,117.599,280.155,745.099,366.786,476.815,105.528,454.754
2114,107.542,117.246,279.002,742.589,366.1,475.675,105.361,452.647
2115,107.243,116.892,277.848,740.079,365.413,474.535,105.195,450.54
2116,106.945,116.538,276.694,737.568,364.727,473.395,105.028,448.433
2117,106.646,116.185,275.541,735.058,364.04,472.255,104.861,446.326
2118,106.348,115.831,274.387,732.548,363.354,471.115,104.695,444.218
2119,106.049,115.478,273.233,730.038,362.668,469.975,104.528,442.111
2120,105.751,115.124,272.08,727.527,361.981,468.835,104.361,440.004
2121,105.452,114.771,270.926,725.017,361.295,467.695,104.195,437.897
2122,105.154,114.417,269.772,722.507,360.608,466.555,104.028,435.79
2123,104.855,114.064,268.619,719.997,359.922,465.415,103.861,433.683
2124,104.557,113.71,267.465,717.486,359.235,464.275,103.695,431.576
2125,104.258,113.356,266.311,714.976,358.549,463.135,103.528,429.469
2126,103.959,113.003,265.158,712.466,357.863,461.995,103.361,427.362
2127,103.661,112.649,264.004,709.956,357.176,460.855,103.195,425.255
2128,103.362,112.296,262.85,707.446,356.49,459.715,103.028,423.148
2129,103.064,111.942,261.697,704.935,355.803,458.575,102.862,421.041
2130,102.765,111.589,260.543,702.425,355.117,457.435,102.695,418.934
2131,102.467,111.235,259.389,699.915,354.431,456.295,102.528,416.827
2132,102.168,110.882,258.236,697.405,353.744,455.155,102.362,414.72
2133,101.87,110.528,257.082,694.894,353.058,454.015,102.195,412.613
2134,101.571,110.174,255.928,692.384,352.371,452.875,102.028,410.506
2135,101.273,109.821,254.775,689.874,351.685,451.735,101.862,408.398
2136,100.974,109.467,253.621,687.364,350.999,450.595,101.695,406.291
2137,100.676,109.114,252.467,684.853,350.312,449.455,101.528,404.184
2138,100.377,108.76,251.314,682.343,349.626,448.315,101.362,402.077
2139,100.079,108.407,250.16,679.833,348.939,447.175,101.195,399.97
2140,99.78,108.053,249.006,677.323,348.253,446.035,101.028,397.863
2141,99.481,107.7,247.853,674.812,347.566,444.895,100.862,395.756
2142,99.183,107.346,246.699,672.302,346.88,443.755,100.695,393.649
2143,98.884,106.992,245.545,669.792,346.194,442.615,100.528,391.542
2144,98.586,106.639,244.392,667.282,345.507,441.475,100.362,389.435
2145,98.287,106.285,243.238,664.772,344.821,440.335,100.195,387.328
2146,97.989,105.932,242.084,662.261,344.134,439.195,100.028,385.221
2147,97.69,105.578,240.93,659.751,343.448,438.055,99.862,383.114
2148,97.392,105.225,239.777,657.241,342.762,436.915,99.695,381.007
2149,97.093,104.871,238.623,654.731,342.075,435.775,99.529,378.9
2150,96.795,104.518,237.469,652.22,341.389,434.635,99.362,376.793
2151,96.496,104.164,236.316,649.71,340.702,433.495,99.195,374.686
2152,96.198,103.81,235.162,647.2,340.016,432.355,99.029,372.578
2153,95.899,103.457,234.008,644.69,339.33,431.215,98.862,370.471
2154,95.601,103.103,232.855,642.179,338.643,430.075,98.695,368.364
2155,95.302,102.75,231.701,639.669,337.957,428.935,98.529,366.257
2156,95.004,102.396,230.547,637.159,337.27,427.795,98.362,364.15
2157,94.705,102.043,229.394,634.649,336.584,426.655,98.195,362.043
2158,94.406,101.689,228.24,632.138,335.897,425.515,98.029,359.936
2159,94.108,101.336,227.086,629.628,335.211,424.375,97.862,357.829
2160,93.809,100.982,225.933,627.118,334.525,423.235,97.695,355.722
2161,93.511,100.628,224.779,624.608,333.838,422.095,97.529,353.615
2162,93.212,100.275,223.625,622.097,333.152,420.955,97.362,351.508
2163,92.914,99.921,222.472,619.587,332.465,419.815,97.195,349.401
2164,92.615,99.568,221.318,617.077,331.779,418.675,97.029,347.294
2165,92.317,99.214,220.164,614.567,331.093,417.535,96.862,345.187
2166,92.018,98.861,219.011,612.057,330.406,416.395,96.695,343.08
2167,91.72,98.507,217.857,609.546,329.72,415.255,96.529,340.973
2168,91.421,98.154,216.703,607.036,329.033,414.115,96.362,338.866
2169,91.123,97.8,215.55,604.526,328.347,412.975,96.195,336.759
2170,90.824,97.446,214.396,602.016,327.66,411.835,96.029,334.651
2171,90.526,97.093,213.242,599.505,326.974,410.695,95.862,332.544
2172,90.227,96.739,212.089,596.995,326.288,409.555,95.696,330.437
2173,89.929,96.386,210.935,594.485,325.601,408.415,95.529,328.33
2174,89.63,96.032,209.781,591.975,324.915,407.276,95.362,326.223
2175,89.331,95.679,208.628,589.464,324.228,406.136,95.196,324.116
2176,89.033,95.325,207.474,586.954,323.542,404.996,95.029,322.009
2177,88.734,94.972,206.32,584.444,322.856,403.856,94.862,319.902
2178,88.436,94.618,205.167,581.934,322.169,402.716,94.696,317.795
2179,88.137,94.264,204.013,579.423,321.483,401.576,94.529,315.688
2180,87.839,93.911,202.859,576.913,320.796,400.436,94.362,313.581
2181,87.54,93.557,201.706,574.403,320.11,399.296,94.196,311.474
2182,87.242,93.204,200.552,571.893,319.424,398.156,94.029,309.367
2183,86.943,92.85,199.398,569.382,318.737,397.016,93.862,307.26
2184,86.645,92.497,198.245,566.872,318.051,395.876,93.696,305.153
2185,86.346,92.143,197.091,564.362,317.364,394.736,93.529,303.046
2186,86.048,91.79,195.937,561.852,316.678,393.596,93.362,300.939
2187,85.749,91.436,194.784,559.342,315.991,392.456,93.196,298.831
2188,85.451,91.082,193.63,556.831,315.305,391.316,93.029,296.724
2189,85.152,90.729,192.476,554.321,314.619,390.176,92.862,294.617
2190,84.854,90.375,191.323,551.811,313.932,389.036,92.696,292.51
2191,84.555,90.022,190.169,549.301,313.246,387.896,92.529,290.403
2192,84.256,89.668,189.015,546.79,312.559,386.756,92.363,288.296
2193,83.958,89.315,187.862,544.28,311.873,385.616,92.196,286.189
2194,83.659,88.961,186.708,541.77,311.187,384.476,92.029,284.082
2195,83.361,88.608,185.554,539.26,310.5,383.336,91.863,281.975
2196,83.062,88.254,184.401,536.749,309.814,382.196,91.696,279.868
2197,82.764,87.9,183.247,534.239,309.127,381.056,91.529,277.761
2198,82.465,87.547,182.093,531.729,308.441,379.916,91.363,275.654
2199,82.167,87.193,180.94,529.219,307.755,378.776,91.196,273.547
2200,81.868,86.84,179.786,526.708,307.068,377.636,91.029,271.44
2201,81.57,86.486,178.632,524.198,306.382,376.496,90.863,269.333
2202,81.271,86.133,177.479,521.688,305.695,375.356,90.696,267.226
2203,80.973,85.779,176.325,519.178,305.009,374.216,90.529,265.119
2204,80.674,85.426,175.171,516.667,304.322,373.076,90.363,263.012
2205,80.376,85.072,174.018,514.157,303.636,371.936,90.196,260.904
2206,80.077,84.718,172.864,511.647,302.95,370.796,90.029,258.797
2207,79.778,84.365,171.71,509.137,302.263,369.656,89.863,256.69
2208,79.48,84.011,170.557,506.627,301.577,368.516,89.696,254.583
2209,79.181,83.658,169.403,504.116,300.89,367.376,89.529,252.476
2210,78.883,83.304,168.249,501.606,300.204,366.236,89.363,250.369
2211,78.584,82.951,167.096,499.096,299.518,365.096,89.196,248.262
2212,78.286,82.597,165.942,496.586,298.831,363.956,89.03,246.155
2213,77.987,82.244,164.788,494.075,298.145,362.816,88.863,244.048
2214,77.689,81.89,163.635,491.565,297.458,361.676,88.696,241.941
2215,77.39,81.536,162.481,489.055,296.772,360.536,88.53,239.834
2216,77.092,81.183,161.327,486.545,296.086,359.396,88.363,237.727
2217,76.793,80.829,160.174,484.034,295.399,358.256,88.196,235.62
2218,76.495,80.476,159.02,481.524,294.713,357.116,88.03,233.513
2219,76.196,80.122,157.866,479.014,294.026,355.976,87.863,231.406
2220,75.898,79.769,156.713,476.504,293.34,354.836,87.696,229.299
2221,75.599,79.415,155.559,473.993,292.653,353.696,87.53,227.192
2222,75.301,79.062,154.405,471.483,291.967,352.556,87.363,225.084
2223,75.002,78.708,153.252,468.973,291.281,351.416,87.196,222.977
2224,74.703,78.354,152.098,466.463,290.594,350.276,87.03,220.87
2225,74.405,78.001,150.944,463.952,289.908,349.136,86.863,218.763
2226,74.106,77.647,149.791,461.442,289.221,347.996,86.696,216.656
2227,73.808,77.294,148.637,458.932,288.535,346.856,86.53,214.549
2228,73.509,76.94,147.483,456.422,287.849,345.716,86.363,212.442
2229,73.211,76.587,146.33,453.912,287.162,344.576,86.196,210.335
2230,72.912,76.233,145.176,451.401,286.476,343.436,86.03,208.228
2231,72.614,75.88,144.022,448.891,285.789,342.296,85.863,206.121
2232,72.315,75.526,142.869,446.381,285.103,341.156,85.697,204.014
2233,72.017,75.172,141.715,443.871,284.417,340.016,85.53,201.907
2234,71.718,74.819,140.561,441.36,283.73,338.876,85.363,199.8
2235,71.42,74.465,139.408,438.85,283.044,337.736,85.197,197.693
2236,71.121,74.112,138.254,436.34,282.357,336.596,85.03,195.586
2237,70.823,73.758,137.1,433.83,281.671,335.456,84.863,193.479
2238,70.524,73.405,135.947,431.319,280.984,334.316,84.697,191.372
2239,70.226,73.051,134.793,428.809,280.298,333.176,84.53,189.264
2240,69.927,72.698,133.639,426.299,279.612,332.036,84.363,187.157
2241,69.628,72.344,132.486,423.789,278.925,330.896,84.197,185.05
2242,69.33,71.99,131.332,421.278,278.239,329.756,84.03,182.943
2243,69.031,71.637,130.178,418.768,277.552,328.616,83.863,180.836
2244,68.733,71.283,129.025,416.258,276.866,327.476,83.697,178.729
2245,68.434,70.93,127.871,413.748,276.18,326.336,83.53,176.622
2246,68.136,70.576,126.717,411.238,275.493,325.196,83.363,174.515
2247,67.837,70.223,125.564,408.727,274.807,324.056,83.197,172.408
2248,67.539,69.869,124.41,406.217,274.12,322.916,83.03,170.301
2249,67.24,69.516,123.256,403.707,273.434,321.776,82.863,168.194
2250,66.942,69.162,122.103,401.197,272.748,320.636,82.697,166.087
2251,66.942,69.162,122.103,401.197,272.748,320.636,82.697,166.087
2252,66.942,69.162,122.103,401.197,272.748,320.636,82.697,166.087
2253,66.942,69.162,122.103,401.197,272.748,320.636,82.697,166.087
2254,66.942,69.162,122.103,401.197,272.748,320.636,82.697,166.087
2255,66.942,69.162,122.103,401.197,272.748,320.636,82.697,166.087
2256,66.942,69.162,122.103,401.197,272.748,320.636,82.697,166.087
2257,66.942,69.162,122.103,401.197,272.748,320.636,82.697,166.087
2258,66.942,69.162,122.103,401.197,272.748,320.636,82.697,166.087
2259,66.942,69.162,122.103,401.197,272.748,320.636,82.697,166.087
2260,66.942,69.162,122.103,401.197,272.748,320.636,82.697,166.087
2261,66.942,69.162,122.103,401.197,272.748,320.636,82.697,166.087
2262,66.942,69.162,122.103,401.197,272.748,320.636,82.697,166.087
2263,66.942,69.162,122.103,401.197,272.748,320.636,82.697,166.087
2264,66.942,69.162,122.103,401.197,272.748,320.636,82.697,166.087
2265,66.942,69.162,122.103,401.197,272.748,320.636,82.697,166.087
2266,66.942,69.162,122.103,401.197,272.748,320.636,82.697,166.087
2267,66.942,69.162,122.103,401.197,272.748,320.636,82.697,166.087
2268,66.942,69.162,122.103,401.197,272.748,320.636,82.697,166.087
2269,66.942,69.162,122.103,401.197,272.748,320.636,82.697,166.087
2270,66.942,69.162,122.103,401.197,272.748,320.636,82.697,166.087
2271,66.942,69.162,122.103,401.197,272.748,320.636,82.697,166.087
2272,66.942,69.162,122.103,401.197,272.748,320.636,82.697,166.087
2273,66.942,69.162,122.103,401.197,272.748,320.636,82.697,166.087
2274,66.942,69.162,122.103,401.197,272.748,320.636,82.697,166.087
2275,66.942,69.162,122.103,401.197,272.748,320.636,82.697,166.087
2276,66.942,69.162,122.103,401.197,272.748,320.636,82.697,166.087
2277,66.942,69.162,122.103,401.197,272.748,320.636,82.697,166.087
2278,66.942,69.162,122.103,401.197,272.748,320.636,82.697,166.087
2279,66.942,69.162,122.103,401.197,272.748,320.636,82.697,166.087
2280,66.942,69.162,122.103,401.197,272.748,320.636,82.697,166.087
2281,66.942,69.162,122.103,401.197,272.748,320.636,82.697,166.087
2282,66.942,69.162,122.103,401.197,272.748,320.636,82.697,166.087
2283,66.942,69.162,122.103,401.197,272.748,320.636,82.697,166.087
2284,66.942,69.162,122.103,401.197,272.748,320.636,82.697,166.087
2285,66.942,69.162,122.103,401.197,272.748,320.636,82.697,166.087
2286,66.942,69.162,122.103,401.197,272.748,320.636,82.697,166.087
2287,66.942,69.162,122.103,401.197,272.748,320.636,82.697,166.087
2288,66.942,69.162,122.103,401.197,272.748,320.636,82.697,166.087
2289,66.942,69.162,122.103,401.197,272.748,320.636,82.697,166.087
2290,66.942,69.162,122.103,401.197,272.748,320.636,82.697,166.087
2291,66.942,69.162,122.103,401.197,272.748,320.636,82.697,166.087
2292,66.942,69.162,122.103,401.197,272.748,320.636,82.697,166.087
2293,66.942,69.162,122.103,401.197,272.748,320.636,82.697,166.087
2294,66.942,69.162,122.103,401.197,272.748,320.636,82.697,166.087
2295,66.942,69.162,122.103,401.197,272.748,320.636,82.697,166.087
2296,66.942,69.162,122.103,401.197,272.748,320.636,82.697,166.087
2297,66.942,69.162,122.103,401.197,272.748,320.636,82.697,166.087
2298,66.942,69.162,122.103,401.197,272.748,320.636,82.697,166.087
2299,66.942,69.162,122.103,401.197,272.748,320.636,82.697,166.087
2300,66.942,69.162,122.103,401.197,272.748,320.636,82.697,166.087
2301,66.942,69.162,122.103,401.197,272.748,320.636,82.697,166.087
2302,66.942,69.162,122.103,401.197,272.748,320.636,82.697,166.087
2303,66.942,69.162,122.103,401.197,272.748,320.636,82.697,166.087
2304,66.942,69.162,122.103,401.197,272.748,320.636,82.697,166.087
2305,66.942,69.162,122.103,401.197,272.748,320.636,82.697,166.087
2306,66.942,69.162,122.103,401.197,272.748,320.636,82.697,166.087
2307,66.942,69.162,122.103,401.197,272.748,320.636,82.697,166.087
2308,66.942,69.162,122.103,401.197,272.748,320.636,82.697,166.087
2309,66.942,69.162,122.103,401.197,272.748,320.636,82.697,166.087
2310,66.942,69.162,122.103,401.197,272.748,320.636,82.697,166.087
2311,66.942,69.162,122.103,401.197,272.748,320.636,82.697,166.087
2312,66.942,69.162,122.103,401.197,272.748,320.636,82.697,166.087
2313,66.942,69.162,122.103,401.197,272.748,320.636,82.697,166.087
2314,66.942,69.162,122.103,401.197,272.748,320.636,82.697,166.087
2315,66.942,69.162,122.103,401.197,272.748,320.636,82.697,166.087
2316,66.942,69.162,122.103,401.197,272.748,320.636,82.697,166.087
2317,66.942,69.162,122.103,401.197,272.748,320.636,82.697,166.087
2318,66.942,69.162,122.103,401.197,272.748,320.636,82.697,166.087
2319,66.942,69.162,122.103,401.197,272.748,320.636,82.697,166.087
2320,66.942,69.162,122.103,401.197,272.748,320.636,82.697,166.087
2321,66.942,69.162,122.103,401.197,272.748,320.636,82.697,166.087
2322,66.942,69.162,122.103,401.197,272.748,320.636,82.697,166.087
2323,66.942,69.162,122.103,401.197,272.748,320.636,82.697,166.087
2324,66.942,69.162,122.103,401.197,272.748,320.636,82.697,166.087
2325,66.942,69.162,122.103,401.197,272.748,320.636,82.697,166.087
2326,66.942,69.162,122.103,401.197,272.748,320.636,82.697,166.087
2327,66.942,69.162,122.103,401.197,272.748,320.636,82.697,166.087
2328,66.942,69.162,122.103,401.197,272.748,320.636,82.697,166.087
2329,66.942,69.162,122.103,401.197,272.748,320.636,82.697,166.087
2330,66.942,69.162,122.103,401.197,272.748,320.636,82.697,166.087
2331,66.942,69.162,122.103,401.197,272.748,320.636,82.697,166.087
2332,66.942,69.162,122.103,401.197,272.748,320.636,82.697,166.087
2333,66.942,69.162,122.103,401.197,272.748,320.636,82.697,166.087
2334,66.942,69.162,122.103,401.197,272.748,320.636,82.697,166.087
2335,66.942,69.162,122.103,401.197,272.748,320.636,82.697,166.087
2336,66.942,69.162,122.103,401.197,272.748,320.636,82.697,166.087
2337,66.942,69.162,122.103,401.197,272.748,320.636,82.697,166.087
2338,66.942,69.162,122.103,401.197,272.748,320.636,82.697,166.087
2339,66.942,69.162,122.103,401.197,272.748,320.636,82.697,166.087
2340,66.942,69.162,122.103,401.197,272.748,320.636,82.697,166.087
2341,66.942,69.162,122.103,401.197,272.748,320.636,82.697,166.087
2342,66.942,69.162,122.103,401.197,272.748,320.636,82.697,166.087
2343,66.942,69.162,122.103,401.197,272.748,320.636,82.697,166.087
2344,66.942,69.162,122.103,401.197,272.748,320.636,82.697,166.087
2345,66.942,69.162,122.103,401.197,272.748,320.636,82.697,166.087
2346,66.942,69.162,122.103,401.197,272.748,320.636,82.697,166.087
2347,66.942,69.162,122.103,401.197,272.748,320.636,82.697,166.087
2348,66.942,69.162,122.103,401.197,272.748,320.636,82.697,166.087
2349,66.942,69.162,122.103,401.197,272.748,320.636,82.697,166.087
2350,66.942,69.162,122.103,401.197,272.748,320.636,82.697,166.087
2351,66.942,69.162,122.103,401.197,272.748,320.636,82.697,166.087
2352,66.942,69.162,122.103,401.197,272.748,320.636,82.697,166.087
2353,66.942,69.162,122.103,401.197,272.748,320.636,82.697,166.087
2354,66.942,69.162,122.103,401.197,272.748,320.636,82.697,166.087
2355,66.942,69.162,122.103,401.197,272.748,320.636,82.697,166.087
2356,66.942,69.162,122.103,401.197,272.748,320.636,82.697,166.087
2357,66.942,69.162,122.103,401.197,272.748,320.636,82.697,166.087
2358,66.942,69.162,122.103,401.197,272.748,320.636,82.697,166.087
2359,66.942,69.162,122.103,401.197,272.748,320.636,82.697,166.087
2360,66.942,69.162,122.103,401.197,272.748,320.636,82.697,166.087
2361,66.942,69.162,122.103,401.197,272.748,320.636,82.697,166.087
2362,66.942,69.162,122.103,401.197,272.748,320.636,82.697,166.087
2363,66.942,69.162,122.103,401.197,272.748,320.636,82.697,166.087
2364,66.942,69.162,122.103,401.197,272.748,320.636,82.697,166.087
2365,66.942,69.162,122.103,401.197,272.748,320.636,82.697,166.087
2366,66.942,69.162,122.103,401.197,272.748,320.636,82.697,166.087
2367,66.942,69.162,122.103,401.197,272.748,320.636,82.697,166.087
2368,66.942,69.162,122.103,401.197,272.748,320.636,82.697,166.087
2369,66.942,69.162,122.103,401.197,272.748,320.636,82.697,166.087
2370,66.942,69.162,122.103,401.197,272.748,320.636,82.697,166.087
2371,66.942,69.162,122.103,401.197,272.748,320.636,82.697,166.087
2372,66.942,69.162,122.103,401.197,272.748,320.636,82.697,166.087
2373,66.942,69.162,122.103,401.197,272.748,320.636,82.697,166.087
2374,66.942,69.162,122.103,401.197,272.748,320.636,82.697,166.087
2375,66.942,69.162,122.103,401.197,272.748,320.636,82.697,166.087
2376,66.942,69.162,122.103,401.197,272.748,320.636,82.697,166.087
2377,66.942,69.162,122.103,401.197,272.748,320.636,82.697,166.087
2378,66.942,69.162,122.103,401.197,272.748,320.636,82.697,166.087
2379,66.942,69.162,122.103,401.197,272.748,320.636,82.697,166.087
2380,66.942,69.162,122.103,401.197,272.748,320.636,82.697,166.087
2381,66.942,69.162,122.103,401.197,272.748,320.636,82.697,166.087
2382,66.942,69.162,122.103,401.197,272.748,320.636,82.697,166.087
2383,66.942,69.162,122.103,401.197,272.748,320.636,82.697,166.087
2384,66.942,69.162,122.103,401.197,272.748,320.636,82.697,166.087
2385,66.942,69.162,122.103,401.197,272.748,320.636,82.697,166.087
2386,66.942,69.162,122.103,401.197,272.748,320.636,82.697,166.087
2387,66.942,69.162,122.103,401.197,272.748,320.636,82.697,166.087
2388,66.942,69.162,122.103,401.197,272.748,320.636,82.697,166.087
2389,66.942,69.162,122.103,401.197,272.748,320.636,82.697,166.087
2390,66.942,69.162,122.103,401.197,272.748,320.636,82.697,166.087
2391,66.942,69.162,122.103,401.197,272.748,320.636,82.697,166.087
2392,66.942,69.162,122.103,401.197,272.748,320.636,82.697,166.087
2393,66.942,69.162,122.103,401.197,272.748,320.636,82.697,166.087
2394,66.942,69.162,122.103,401.197,272.748,320.636,82.697,166.087
2395,66.942,69.162,122.103,401.197,272.748,320.636,82.697,166.087
2396,66.942,69.162,122.103,401.197,272.748,320.636,82.697,166.087
2397,66.942,69.162,122.103,401.197,272.748,320.636,82.697,166.087
2398,66.942,69.162,122.103,401.197,272.748,320.636,82.697,166.087
2399,66.942,69.162,122.103,401.197,272.748,320.636,82.697,166.087
2400,66.942,69.162,122.103,401.197,272.748,320.636,82.697,166.087
2401,66.942,69.162,122.103,401.197,272.748,320.636,82.697,166.087
2402,66.942,69.162,122.103,401.197,272.748,320.636,82.697,166.087
2403,66.942,69.162,122.103,401.197,272.748,320.636,82.697,166.087
2404,66.942,69.162,122.103,401.197,272.748,320.636,82.697,166.087
2405,66.942,69.162,122.103,401.197,272.748,320.636,82.697,166.087
2406,66.942,69.162,122.103,401.197,272.748,320.636,82.697,166.087
2407,66.942,69.162,122.103,401.197,272.748,320.636,82.697,166.087
2408,66.942,69.162,122.103,401.197,272.748,320.636,82.697,166.087
2409,66.942,69.162,122.103,401.197,272.748,320.636,82.697,166.087
2410,66.942,69.162,122.103,401.197,272.748,320.636,82.697,166.087
2411,66.942,69.162,122.103,401.197,272.748,320.636,82.697,166.087
2412,66.942,69.162,122.103,401.197,272.748,320.636,82.697,166.087
2413,66.942,69.162,122.103,401.197,272.748,320.636,82.697,166.087
2414,66.942,69.162,122.103,401.197,272.748,320.636,82.697,166.087
2415,66.942,69.162,122.103,401.197,272.748,320.636,82.697,166.087
2416,66.942,69.162,122.103,401.197,272.748,320.636,82.697,166.087
2417,66.942,69.162,122.103,401.197,272.748,320.636,82.697,166.087
2418,66.942,69.162,122.103,401.197,272.748,320.636,82.697,166.087
2419,66.942,69.162,122.103,401.197,272.748,320.636,82.697,166.087
2420,66.942,69.162,122.103,401.197,272.748,320.636,82.697,166.087
2421,66.942,69.162,122.103,401.197,272.748,320.636,82.697,166.087
2422,66.942,69.162,122.103,401.197,272.748,320.636,82.697,166.087
2423,66.942,69.162,122.103,401.197,272.748,320.636,82.697,166.087
2424,66.942,69.162,122.103,401.197,272.748,320.636,82.697,166.087
2425,66.942,69.162,122.103,401.197,272.748,320.636,82.697,166.087
2426,66.942,69.162,122.103,401.197,272.748,320.636,82.697,166.087
2427,66.942,69.162,122.103,401.197,272.748,320.636,82.697,166.087
2428,66.942,69.162,122.103,401.197,272.748,320.636,82.697,166.087
2429,66.942,69.162,122.103,401.197,272.748,320.636,82.697,166.087
2430,66.942,69.162,122.103,401.197,272.748,320.636,82.697,166.087
2431,66.942,69.162,122.103,401.197,272.748,320.636,82.697,166.087
2432,66.942,69.162,122.103,401.197,272.748,320.636,82.697,166.087
2433,66.942,69.162,122.103,401.197,272.748,320.636,82.697,166.087
2434,66.942,69.162,122.103,401.197,272.748,320.636,82.697,166.087
2435,66.942,69.162,122.103,401.197,272.748,320.636,82.697,166.087
2436,66.942,69.162,122.103,401.197,272.748,320.636,82.697,166.087
2437,66.942,69.162,122.103,401.197,272.748,320.636,82.697,166.087
2438,66.942,69.162,122.103,401.197,272.748,320.636,82.697,166.087
2439,66.942,69.162,122.103,401.197,272.748,320.636,82.697,166.087
2440,66.942,69.162,122.103,401.197,272.748,320.636,82.697,166.087
2441,66.942,69.162,122.103,401.197,272.748,320.636,82.697,166.087
2442,66.942,69.162,122.103,401.197,272.748,320.636,82.697,166.087
2443,66.942,69.162,122.103,401.197,272.748,320.636,82.697,166.087
2444,66.942,69.162,122.103,401.197,272.748,320.636,82.697,166.087
2445,66.942,69.162,122.103,401.197,272.748,320.636,82.697,166.087
2446,66.942,69.162,122.103,401.197,272.748,320.636,82.697,166.087
2447,66.942,69.162,122.103,401.197,272.748,320.636,82.697,166.087
2448,66.942,69.162,122.103,401.197,272.748,320.636,82.697,166.087
2449,66.942,69.162,122.103,401.197,272.748,320.636,82.697,166.087
2450,66.942,69.162,122.103,401.197,272.748,320.636,82.697,166.087
2451,66.942,69.162,122.103,401.197,272.748,320.636,82.697,166.087
2452,66.942,69.162,122.103,401.197,272.748,320.636,82.697,166.087
2453,66.942,69.162,122.103,401.197,272.748,320.636,82.697,166.087
2454,66.942,69.162,122.103,401.197,272.748,320.636,82.697,166.087
2455,66.942,69.162,122.103,401.197,272.748,320.636,82.697,166.087
2456,66.942,69.162,122.103,401.197,272.748,320.636,82.697,166.087
2457,66.942,69.162,122.103,401.197,272.748,320.636,82.697,166.087
2458,66.942,69.162,122.103,401.197,272.748,320.636,82.697,166.087
2459,66.942,69.162,122.103,401.197,272.748,320.636,82.697,166.087
2460,66.942,69.162,122.103,401.197,272.748,320.636,82.697,166.087
2461,66.942,69.162,122.103,401.197,272.748,320.636,82.697,166.087
2462,66.942,69.162,122.103,401.197,272.748,320.636,82.697,166.087
2463,66.942,69.162,122.103,401.197,272.748,320.636,82.697,166.087
2464,66.942,69.162,122.103,401.197,272.748,320.636,82.697,166.087
2465,66.942,69.162,122.103,401.197,272.748,320.636,82.697,166.087
2466,66.942,69.162,122.103,401.197,272.748,320.636,82.697,166.087
2467,66.942,69.162,122.103,401.197,272.748,320.636,82.697,166.087
2468,66.942,69.162,122.103,401.197,272.748,320.636,82.697,166.087
2469,66.942,69.162,122.103,401.197,272.748,320.636,82.697,166.087
2470,66.942,69.162,122.103,401.197,272.748,320.636,82.697,166.087
2471,66.942,69.162,122.103,401.197,272.748,320.636,82.697,166.087
2472,66.942,69.162,122.103,401.197,272.748,320.636,82.697,166.087
2473,66.942,69.162,122.103,401.197,272.748,320.636,82.697,166.087
2474,66.942,69.162,122.103,401.197,272.748,320.636,82.697,166.087
2475,66.942,69.162,122.103,401.197,272.748,320.636,82.697,166.087
2476,66.942,69.162,122.103,401.197,272.748,320.636,82.697,166.087
2477,66.942,69.162,122.103,401.197,272.748,320.636,82.697,166.087
2478,66.942,69.162,122.103,401.197,272.748,320.636,82.697,166.087
2479,66.942,69.162,122.103,401.197,272.748,320.636,82.697,166.087
2480,66.942,69.162,122.103,401.197,272.748,320.636,82.697,166.087
2481,66.942,69.162,122.103,401.197,272.748,320.636,82.697,166.087
2482,66.942,69.162,122.103,401.197,272.748,320.636,82.697,166.087
2483,66.942,69.162,122.103,401.197,272.748,320.636,82.697,166.087
2484,66.942,69.162,122.103,401.197,272.748,320.636,82.697,166.087
2485,66.942,69.162,122.103,401.197,272.748,320.636,82.697,166.087
2486,66.942,69.162,122.103,401.197,272.748,320.636,82.697,166.087
2487,66.942,69.162,122.103,401.197,272.748,320.636,82.697,166.087
2488,66.942,69.162,122.103,401.197,272.748,320.636,82.697,166.087
2489,66.942,69.162,122.103,401.197,272.748,320.636,82.697,166.087
2490,66.942,69.162,122.103,401.197,272.748,320.636,82.697,166.087
2491,66.942,69.162,122.103,401.197,272.748,320.636,82.697,166.087
2492,66.942,69.162,122.103,401.197,272.748,320.636,82.697,166.087
2493,66.942,69.162,122.103,401.197,272.748,320.636,82.697,166.087
2494,66.942,69.162,122.103,401.197,272.748,320.636,82.697,166.087
2495,66.942,69.162,122.103,401.197,272.748,320.636,82.697,166.087
2496,66.942,69.162,122.103,401.197,272.748,320.636,82.697,166.087
2497,66.942,69.162,122.103,401.197,272.748,320.636,82.697,166.087
2498,66.942,69.162,122.103,401.197,272.748,320.636,82.697,166.087
2499,66.942,69.162,122.103,401.197,272.748,320.636,82.697,166.087
2500,66.942,69.162,122.103,401.197,272.748,320.636,82.697,166.087
