,T60_ch4,T60_GWP100,T60_GWP20,T60_CGTP,T60_GTP100,T60_GWPstar,T26_ch4,T26_GWP100,T26_GWP20,T26_CGTP,T26_GTP100,T26_GWPstar,T19_ch4,T19_GWP100,T19_GWP20,T19_CGTP,T19_GTP100,T19_GWPstar,T34_ch4,T34_GWP100,T34_GWP20,T34_CGTP,T34_GTP100,T34_GWPstar,T85_ch4,T85_GWP100,T85_GWP20,T85_CGTP,T85_GTP100,T85_GWPstar,T34o_ch4,T34o_GWP100,T34o_GWP20,T34o_CGTP,T34o_GTP100,T34o_GWPstar
26,0.03080129185590722,0.007218534806776943,0.021003010868349953,0.03418101884514403,0.0018252616587970795,0.007898984030843464,0.03080129185590722,0.007218534806776943,0.021003010868349953,0.03418101884514403,0.0018252616587970795,0.007898984030843464,0.03080129185590722,0.007218534806776943,0.021003010868349953,0.03418101884514403,0.0018252616587970795,0.007898984030843464,0.03080129185590722,0.007218534806776943,0.021003010868349953,0.03418101884514403,0.0018252616587970795,0.007898984030843464,0.03080129185590722,0.007218534806776943,0.021003010868349953,0.03418101884514403,0.0018252616587970795,0.007898984030843464,0.03080129185590722,0.007218534806776943,0.021003010868349953,0.03418101884514403,0.0018252616587970795,0.007898984030843464
27,0.03132748207604158,0.007511949596092998,0.02185672899452067,0.03483983019658591,0.001899453829285725,0.009075653735621553,0.03132748207604158,0.007511949596092998,0.02185672899452067,0.03483983019658591,0.001899453829285725,0.009075653735621553,0.03132748207604158,0.007511949596092998,0.02185672899452067,0.03483983019658591,0.001899453829285725,0.009075653735621553,0.03132748207604158,0.007511949596092998,0.02185672899452067,0.03483983019658591,0.001899453829285725,0.009075653735621553,0.03132748207604158,0.007511949596092998,0.02185672899452067,0.03483983019658591,0.001899453829285725,0.009075653735621553,0.03132748207604158,0.007511949596092998,0.02185672899452067,0.03483983019658591,0.001899453829285725,0.009075653735621553
28,0.03184399891890816,0.007809100481224163,0.022721317645404564,0.035283451133690164,0.001974590700136349,0.010247061957532064,0.03184399891890816,0.007809100481224163,0.022721317645404564,0.035283451133690164,0.001974590700136349,0.010247061957532064,0.03184399891890816,0.007809100481224163,0.022721317645404564,0.035283451133690164,0.001974590700136349,0.010247061957532064,0.03184399891890816,0.007809100481224163,0.022721317645404564,0.035283451133690164,0.001974590700136349,0.010247061957532064,0.03184399891890816,0.007809100481224163,0.022721317645404564,0.035283451133690164,0.001974590700136349,0.010247061957532064,0.03184399891890816,0.007809100481224163,0.022721317645404564,0.035283451133690164,0.001974590700136349,0.010247061957532064
29,0.0323475830629104,0.008105790544439011,0.023584565491266946,0.0352287335192412,0.0020496110486458176,0.011430661476778316,0.0323475830629104,0.008105790544439011,0.023584565491266946,0.0352287335192412,0.0020496110486458176,0.011430661476778316,0.0323475830629104,0.008105790544439011,0.023584565491266946,0.0352287335192412,0.0020496110486458176,0.011430661476778316,0.0323475830629104,0.008105790544439011,0.023584565491266946,0.0352287335192412,0.0020496110486458176,0.011430661476778316,0.0323475830629104,0.008105790544439011,0.023584565491266946,0.0352287335192412,0.0020496110486458176,0.011430661476778316,0.0323475830629104,0.008105790544439011,0.023584565491266946,0.0352287335192412,0.0020496110486458176,0.011430661476778316
30,0.03283966449008384,0.008408012916610516,0.024463910114142128,0.03588563532400153,0.0021260302837290183,0.01263044063029998,0.03283966449008384,0.008408012916610516,0.024463910114142128,0.03588563532400153,0.0021260302837290183,0.01263044063029998,0.03283966449008384,0.008408012916610516,0.024463910114142128,0.03588563532400153,0.0021260302837290183,0.01263044063029998,0.03283966449008384,0.008408012916610516,0.024463910114142128,0.03588563532400153,0.0021260302837290183,0.01263044063029998,0.03283966449008384,0.008408012916610516,0.024463910114142128,0.03588563532400153,0.0021260302837290183,0.01263044063029998,0.03283966449008384,0.008408012916610516,0.024463910114142128,0.03588563532400153,0.0021260302837290183,0.01263044063029998
31,0.03332125697430665,0.008710280646906234,0.02534338671077671,0.03589102111027773,0.0022024609879603566,0.013832522935163691,0.03332125697430665,0.008710280646906234,0.02534338671077671,0.03589102111027773,0.0022024609879603566,0.013832522935163691,0.03332125697430665,0.008710280646906234,0.02534338671077671,0.03589102111027773,0.0022024609879603566,0.013832522935163691,0.03332125697430665,0.008710280646906234,0.02534338671077671,0.03589102111027773,0.0022024609879603566,0.013832522935163691,0.03332125697430665,0.008710280646906234,0.02534338671077671,0.03589102111027773,0.0022024609879603566,0.013832522935163691,0.03332125697430665,0.008710280646906234,0.02534338671077671,0.03589102111027773,0.0022024609879603566,0.013832522935163691
32,0.033787048862107906,0.009013745799437223,0.02622634732084263,0.036033202039356955,0.002279194469549419,0.01503435238968454,0.033787048862107906,0.009013745799437223,0.02622634732084263,0.036033202039356955,0.002279194469549419,0.01503435238968454,0.033787048862107906,0.009013745799437223,0.02622634732084263,0.036033202039356955,0.002279194469549419,0.01503435238968454,0.033787048862107906,0.009013745799437223,0.02622634732084263,0.036033202039356955,0.002279194469549419,0.01503435238968454,0.033787048862107906,0.009013745799437223,0.02622634732084263,0.036033202039356955,0.002279194469549419,0.01503435238968454,0.033787048862107906,0.009013745799437223,0.02622634732084263,0.036033202039356955,0.002279194469549419,0.01503435238968454
33,0.034236423227121685,0.009317707051107484,0.02711075137835222,0.036092108442177015,0.002356053393594895,0.016241675835140485,0.034236423227121685,0.009317707051107484,0.02711075137835222,0.036092108442177015,0.002356053393594895,0.016241675835140485,0.034236423227121685,0.009317707051107484,0.02711075137835222,0.036092108442177015,0.002356053393594895,0.016241675835140485,0.034236423227121685,0.009317707051107484,0.02711075137835222,0.036092108442177015,0.002356053393594895,0.016241675835140485,0.034236423227121685,0.009317707051107484,0.02711075137835222,0.036092108442177015,0.002356053393594895,0.016241675835140485,0.034236423227121685,0.009317707051107484,0.02711075137835222,0.036092108442177015,0.002356053393594895,0.016241675835140485
34,0.034664467001011535,0.009620551852443749,0.027991907017848105,0.03595954204990357,0.0024326300146463235,0.01743229481067994,0.034664467001011535,0.009620551852443749,0.027991907017848105,0.03595954204990357,0.0024326300146463235,0.01743229481067994,0.034664467001011535,0.009620551852443749,0.027991907017848105,0.03595954204990357,0.0024326300146463235,0.01743229481067994,0.034664467001011535,0.009620551852443749,0.027991907017848105,0.03595954204990357,0.0024326300146463235,0.01743229481067994,0.034664467001011535,0.009620551852443749,0.027991907017848105,0.03595954204990357,0.0024326300146463235,0.01743229481067994,0.034664467001011535,0.009620551852443749,0.027991907017848105,0.03595954204990357,0.0024326300146463235,0.01743229481067994
35,0.035077734782890155,0.009930001961155564,0.028892281424907074,0.03674385080235885,0.0025108768381169244,0.018661594680701055,0.035077734782890155,0.009930001961155564,0.028892281424907074,0.03674385080235885,0.0025108768381169244,0.018661594680701055,0.035077734782890155,0.009930001961155564,0.028892281424907074,0.03674385080235885,0.0025108768381169244,0.018661594680701055,0.035077734782890155,0.009930001961155564,0.028892281424907074,0.03674385080235885,0.0025108768381169244,0.018661594680701055,0.035077734782890155,0.009930001961155564,0.028892281424907074,0.03674385080235885,0.0025108768381169244,0.018661594680701055,0.035077734782890155,0.009930001961155564,0.028892281424907074,0.03674385080235885,0.0025108768381169244,0.018661594680701055
36,0.03548408204604808,0.010239840661411497,0.029793786475876882,0.036789991841958566,0.0025892219199273956,0.019887041780035475,0.03548408204604808,0.010239840661411497,0.029793786475876882,0.036789991841958566,0.0025892219199273956,0.019887041780035475,0.03548408204604808,0.010239840661411497,0.029793786475876882,0.036789991841958566,0.0025892219199273956,0.019887041780035475,0.03548408204604808,0.010239840661411497,0.029793786475876882,0.036789991841958566,0.0025892219199273956,0.019887041780035475,0.03548408204604808,0.010239840661411497,0.029793786475876882,0.036789991841958566,0.0025892219199273956,0.019887041780035475,0.03548408204604808,0.010239840661411497,0.029793786475876882,0.036789991841958566,0.0025892219199273956,0.019887041780035475
37,0.03588638116456705,0.010554158622138234,0.030708324359529325,0.03732185553762585,0.002668699616959096,0.02112104423270463,0.03588638116456705,0.010554158622138234,0.030708324359529325,0.03732185553762585,0.002668699616959096,0.02112104423270463,0.03588638116456705,0.010554158622138234,0.030708324359529325,0.03732185553762585,0.002668699616959096,0.02112104423270463,0.03588638116456705,0.010554158622138234,0.030708324359529325,0.03732185553762585,0.002668699616959096,0.02112104423270463,0.03588638116456705,0.010554158622138234,0.030708324359529325,0.03732185553762585,0.002668699616959096,0.02112104423270463,0.03588638116456705,0.010554158622138234,0.030708324359529325,0.03732185553762585,0.002668699616959096,0.02112104423270463
38,0.0362970557978015,0.010877309441535504,0.03164856228226472,0.03837066189448716,0.0027504107697682435,0.02239384715759917,0.0362970557978015,0.010877309441535504,0.03164856228226472,0.03837066189448716,0.0027504107697682435,0.02239384715759917,0.0362970557978015,0.010877309441535504,0.03164856228226472,0.03837066189448716,0.0027504107697682435,0.02239384715759917,0.0362970557978015,0.010877309441535504,0.03164856228226472,0.03837066189448716,0.0027504107697682435,0.02239384715759917,0.0362970557978015,0.010877309441535504,0.03164856228226472,0.03837066189448716,0.0027504107697682435,0.02239384715759917,0.0362970557978015,0.010877309441535504,0.03164856228226472,0.03837066189448716,0.0027504107697682435,0.02239384715759917
39,0.036715587329880346,0.01119865499915229,0.03258354762482828,0.03815630659890343,0.0028316654483481712,0.023657064637202522,0.036715587329880346,0.01119865499915229,0.03258354762482828,0.03815630659890343,0.0028316654483481712,0.023657064637202522,0.036715587329880346,0.01119865499915229,0.03258354762482828,0.03815630659890343,0.0028316654483481712,0.023657064637202522,0.036715587329880346,0.01119865499915229,0.03258354762482828,0.03815630659890343,0.0028316654483481712,0.023657064637202522,0.036715587329880346,0.01119865499915229,0.03258354762482828,0.03815630659890343,0.0028316654483481712,0.023657064637202522,0.036715587329880346,0.01119865499915229,0.03258354762482828,0.03815630659890343,0.0028316654483481712,0.023657064637202522
40,0.037132829536028686,0.011522927536411147,0.03352704929194792,0.03850385374864451,0.0029136602360859496,0.02388056595771864,0.037132829536028686,0.011522927536411147,0.03352704929194792,0.03850385374864451,0.0029136602360859496,0.02388056595771864,0.037132829536028686,0.011522927536411147,0.03352704929194792,0.03850385374864451,0.0029136602360859496,0.02388056595771864,0.037132829536028686,0.011522927536411147,0.03352704929194792,0.03850385374864451,0.0029136602360859496,0.02388056595771864,0.037132829536028686,0.011522927536411147,0.03352704929194792,0.03850385374864451,0.0029136602360859496,0.02388056595771864,0.037132829536028686,0.011522927536411147,0.03352704929194792,0.03850385374864451,0.0029136602360859496,0.02388056595771864
41,0.03754140345040157,0.011845070823940327,0.034464355705264536,0.03825102839106409,0.002995116626767037,0.024097759259954565,0.03754140345040157,0.011845070823940327,0.034464355705264536,0.03825102839106409,0.002995116626767037,0.024097759259954565,0.03754140345040157,0.011845070823940327,0.034464355705264536,0.03825102839106409,0.002995116626767037,0.024097759259954565,0.03754140345040157,0.011845070823940327,0.034464355705264536,0.03825102839106409,0.002995116626767037,0.024097759259954565,0.03754140345040157,0.011845070823940327,0.034464355705264536,0.03825102839106409,0.002995116626767037,0.024097759259954565,0.03754140345040157,0.011845070823940327,0.034464355705264536,0.03825102839106409,0.002995116626767037,0.024097759259954565
42,0.03793310135661628,0.012167740140220117,0.03540319264906442,0.0383134886112615,0.0030767060278353597,0.024314335792830974,0.03793310135661628,0.012167740140220117,0.03540319264906442,0.0383134886112615,0.0030767060278353597,0.024314335792830974,0.03793310135661628,0.012167740140220117,0.03540319264906442,0.0383134886112615,0.0030767060278353597,0.024314335792830974,0.03793310135661628,0.012167740140220117,0.03540319264906442,0.0383134886112615,0.0030767060278353597,0.024314335792830974,0.03793310135661628,0.012167740140220117,0.03540319264906442,0.0383134886112615,0.0030767060278353597,0.024314335792830974,0.03793310135661628,0.012167740140220117,0.03540319264906442,0.0383134886112615,0.0030767060278353597,0.024314335792830974
